uid,name,tile,geometry,priorState,recommendation,reasons,auditFlags,kind,structureType,heightMetres,heightSource,areaM2,inputHash
landsd/195370:0,,-9_-8,footprint,unassessed,review,native-source-missing-or-ambiguous,,yes,Tower,2.6,landsd,38.9235,18320aab7a446591ba2d23404254855c4f0921b6075312580ebdfea5de3cec46
landsd/256839:0,,-9_-9,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,13.7,landsd,40.5069,21a5d8a095dd1501ab54f7a0daa2830b3606d19a5cd8eb29e068e30f96233706
landsd/268150:0,Marina Cove Block F5,4_-4,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,11.0,landsd,88.3321,4b1712e9de10590f7c9578703503c192221c2bdba4e817b482e81676146f2b4d
landsd/215002:0,,-10_-8,footprint,unassessed,review,native-envelope-differs,,yes,Tower,3.6,landsd,45.6807,63be7c96190382479d88c2ddee3329c3b08acd894a48160c329e2db96e750b89
landsd/201212:0,,-9_-8,footprint,unassessed,review,native-envelope-differs,,yes,Tower,4.9,landsd,41.0747,83345c846947688b33b190c664186f99738d376b215e9dc76507d238821ec822
way/1484689556:0,,5_-3,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,warehouse,,24,estimated,80.295,039cd438716dc17ced5493e1c2244cafcb892c2bc226abe6f0e0b0bc1e36ad69
landsd/157707:0,Garden Estate 'C' Substation,3_-2,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,4.3,landsd,33.4219,c040e40ec9fd2d405d0bbc807a00f411c596bfde8cd791ea978085127d39911a
landsd/124450:0,,-6_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,semidetached_house,Tower,9.2,landsd,56.6505,aabc947611d30d30468efdf9b60393c4a4abfa6bf02078c44a103ce8a83ed684
landsd/88863:0,,6_-1,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,2.7,landsd,30.8079,a34f9a20fb0a69595773dedeef4d3cb8e897be6b09795425c08a5dc632e4bdd6
landsd/178397:0,,10_-10,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,5.2,landsd,48.1148,76cc88bcb21522bb03b219352ffd4767519c45b2e24de602d26142101b83ab3d
landsd/181753:0,,-9_1,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,7.6045,60916c3b79432c2e1a99e391c786818fa694ebfef42faa5b9f7ca0bd21778309
landsd/194659:0,,-13_-5,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-base-above-terrain,yes,Tower,30.6,landsd,514.4763,1f91d77cfd10b0bb08172f87e0532ea369e1d50dc2a7ec8445aea04042931836
landsd/86041:0,,-4_-14,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,4.6,landsd,29.3274,9754678ddcc1ed7abdfc90c18b3c25f0d465b34e6061acc99a5f6d5749616d63
landsd/261415:0,,-5_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,84.0022,e778cd15ea3913fb394c8c853bec4fcb769fb50fa0618cf1fd88e1bf49a4df00
landsd/204958:0,BOULEVARD DE CASCADE,2_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,9.7,landsd,47.249,b61206c8a313db9701b918949d38f88d0a5fee8b3548f3c6b81760e8721f04cc
landsd/58115:0,,2_-15,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,4.9,landsd,63.4728,e3cddb840d3cb554d74c9bbb54d4653c6a451dd54a2013d0c8c37c56846dabb7
landsd/184409:0,,3_-11,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,4.4,landsd,20.045,b99d1c579d5ddc9ac89d8a1c979cc76a3ae487e8c00b2a6ce9da56bfd59dcad4
landsd/158889:0,Police Sports and Recreation Club,0_-3,footprint,unassessed,review,large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,17.9,landsd,4569.6994,99aa85374f224b1d8bd4008b54692c0001d08fed76ff82d0cef3d38b9c73ea3c
landsd/60854:0,Carmel Hill Block 11,2_3,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,house,Tower,14.9,landsd,63.6191,d423679227e67ac91200771ec30ee43264241627b3ead1e49f37261994073e3f
landsd/50561:0,The Honour Terrace,1_-3,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,15.7,landsd,598.5682,0354fd3bd26c187a06ad2b84232a2e25615142644a5ee08b1cd08635ec704b4d
landsd/287524:0,,3_-7,footprint,unassessed,review,source-or-terrain-diagnostic;nonordinary-or-support-form;holes-or-missing-footprint;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,roof,Open-sided Structure,1.8,landsd,55.4175,fcb76e1f1120840e3a35ffcf655fdcd358237a28d19b6bdfc5107ed05bb48024
landsd/296200:0,,-3_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,49.1202,da74ba2366230a2d07bb85eb813202144b098830a073d6ba2dc0ce299deb03d8
landsd/178452:0,,-12_-5,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,5.2,landsd,9.9523,165a7cccfb01f1393c6811c7814772e5de87b1409f13e700b67ee113cc80048e
landsd/186366:0,,-4_-8,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,47.4159,c4e374e7142ca6d1ab65943644afdaacb4cfa19014d9b7d4ec9466129f5e1e6d
landsd/70104:0,,0_-2,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,23.9,landsd,60.6289,e77e23194337e0091483dc6d0296e5eb82977717bebbe5e28abb5803324d8f2c
landsd/162987:0,JOYFUL VILLAS,3_-2,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-base-above-terrain,yes,Tower,2.9,landsd,9.8156,713f97966ac1a73c17228114b54de9e8733387d2cd17f3dda64545a2f1208be2
landsd/252:0,,-4_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.3,landsd,36.9959,55f2e58f01a1492cff3c0d949af9cc726ef38494628e52942acad8c6507f8363
landsd/220350:0,,-2_-6,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,2.7,landsd,41.1311,a624fc978c9a11a9044771b4528afb8e039a9ee4dad6587f8e3916ac142212c0
landsd/152973:0,,-2_-12,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,apartments,Tower,11.3,landsd,22.2666,9085aee1ceb5fd13d94ca847c61786ed6eb9a8ecc47d7fa9437718185042a0b7
landsd/54522:0,,-1_-13,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,house,Tower,8.3,landsd,65.3296,927cafdc7bd94ed850193791b059f71c6a4b619b35efc76913925be6dae0a4cc
landsd/45272:0,,-8_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.2,landsd,64.2793,5fb7a612b3097fa31cdb3a914adbf3a7224e02787fb16e220eef1ab4cf3464ae
landsd/309658:0,,-7_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,9.1,landsd,53.7904,ed4e0f59cd278c082a280197a2c4de775b46e03c56897ed9d32f27b7f3099029
landsd/67488:0,RHEIN AVENUE,-3_-12,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,3.4,landsd,27.7441,f5126115334f94374686e353e867d4b9b1a0c5ea8db9ff9c3188952f0db310ed
landsd/152329:0,,-9_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,7.6,landsd,22.6899,165c2acd862cba1e4804747af9e65ca7aa42e5f72327b0dc36e40b626499ee0f
landsd/10994:0,,-6_-11,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,6.7,landsd,49.1882,3f109aa0aa7d2dd9d0ba566a7dea608a189ec8337298687f082e5f6d7e4e1fb1
landsd/43007:0,,2_-14,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,32.9339,e732ea79da762a9d5cf853aa36df347f04928ff286e5992679f825a0da3a6745
landsd/63812:0,,-7_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,6.3,landsd,62.7296,ff570d948ff1c94b481cda76261633e3ffcf29a73ca5725464e8ad3e3a836371
landsd/21618:0,,-6_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.3,landsd,63.6965,7896047d98f021f7cc502bb4489193efd5f4f0b7402b1f9775f6aebcc3e62de5
landsd/31080:0,Greenview Garden 4B,4_-3,footprint,unassessed,review,native-mesh-complexity-needs-review,,apartments,Tower,10.2,landsd,94.1913,fdc812c984f1e3a61027a0a277706eeb2a0cc620b2969347c6a8815d49b56e57
landsd/282113:0,,0_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,28.5551,ea58a590c912ef21dafb04444eef4d8ab6aedb3f63d267dded936ae03006640b
landsd/91285:0,Flowery Garden Phase 3 Block E,-9_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.4,landsd,63.2224,41b1afaa9723287fd67f01f358948d54b73824d6e827d9bf3f0e65045a464bd0
landsd/166727:0,,-16_1,embedded,unassessed,review,existing-detail-without-current-acceptance,,yes,Tower,10.9,landsd,85.1282,45f038b5226183dac35c4ecba5fa6e7a6a5db918d377b30498a0befd70b6ed74
landsd/23359:0,,1_-6,footprint,unassessed,review,native-envelope-differs,,yes,Tower,6.1,landsd,39.1258,85e040afa8d3578e23c34f00356ddbf2da1bc90dbc1fe55d1ff06781eda19a8b
landsd/155091:0,Man Wa Garden Block 4,-8_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.5,landsd,61.5625,8684fab0e3b956c5ac0b0677b9bc99c0618b5cb68aaf77f79cd06ab2f7c25f55
landsd/49446:0,,0_-13,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,3.7,landsd,33.3532,7cc093b800f44d819efc760a68f860f70024ab1d9250cdc1d4ddd5471223344e
landsd/214713:0,Hong Yue Building,3_-2,footprint,unassessed,review,source-or-terrain-diagnostic;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,13.8,landsd,221.4111,e58f317725a01e97644eb1ea07902851c011cf330eaaaa24a5023ef64fca7743
landsd/50102:0,,-2_-12,footprint,unassessed,review,native-envelope-differs,,house,Tower,10.9,landsd,36.7745,9c022a8833e364a9dbeb2d84954e5e1dc310b9672b01405387c937c49103caf6
landsd/141257:0,,-7_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.1,landsd,69.1496,4aabbbfe2882d82672594548aa8c9be0cdb0bc387d3622ed7e54c921c3c6aad8
landsd/184036:0,,-1_2,footprint,unassessed,enhancement-candidate,distinctive-use-or-landmark-with-footprint-only,,transportation,Open-sided Structure,3.0,estimated,13.1918,52248402b0bbed5f171ccd93d6051ada3a3a66732b6f2fa80c5f769ab54089cf
landsd/132459:0,,1_-6,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,22.8016,052bffdfabad8df058c2dc99e83433d2d55398604c93d721ddf54dfe13ebee16
landsd/54178:0,,0_-13,footprint,unassessed,review,native-source-missing-or-ambiguous,,yes,Tower,3.0,landsd,7.4226,86643d4f005f392e989e0ecc30502bdf694fcbcc4eccb9de12d2367cce783c06
landsd/60065:0,,-9_-8,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,2.8,landsd,31.305,8265bfbb3ceb3b24a62a62f16daf15c5c609d02ea3d91e3486d760ca5f4d1a9e
landsd/165421:0,,-9_-8,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,30.5408,d4ab04b33845b107bb736007ef2a2cc4b01282ecae7e1b8e13e4bc1524f189e1
landsd/209331:0,,3_-1,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,2.4,landsd,23.6606,8d04fa1c467fe981d482d86c7f2d20e0d496d24fc26029f20d89bbd8c7fc51a6
landsd/156248:0,,-5_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,97.5364,f474d4e6781e5ab1d40b35894c7bf38e5f4ec3f015c7c7dede95bab08a913e52
landsd/22524:0,,-9_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,108.0133,d88c815af88b6503237e187d01d2cd0de7b51527500ee304fd75c653d9ca952d
landsd/94882:0,Savanna Garden Block 19,1_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.2,landsd,99.4617,f562790cb925ed92b47a88a2dae276dfac126379422add064781c4aa0b88177c
landsd/210798:0,,1_-2,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,27.7,landsd,48.1986,67de077580d502ec4e67799f5402b55df15f86f1d94ca29e42ca886b6e523a90
landsd/302119:0,,-6_-2,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,apartments,Temporary Structure,6.9,landsd,149.167,59dde7363d8fb70923669b89fa8391d5f3124e11025c3a425b18a1e8eaa374fd
landsd/58335:0,Yat Sun Building,-7_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,38.9,landsd,268.057,1bc099d6419aefda11ca775be6799469e0260a344d3c3dd8f412ae672400f15b
landsd/62296:0,,-1_-11,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,3.7,landsd,111.4629,7561013a40828e9feb65d9ccf7e691addeb460d67a9c033e93ed2665b60edaf3
landsd/72245:0,,1_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.5,landsd,65.0251,5eaa1ce87303e01f9bb641515f0e6a24b27842fa701966d2e18b9a3c21e0f5b3
landsd/5654:0,,-5_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,2.3,landsd,24.9742,a1dbdf0027ec5ffd070ed8f710a21a45321e34b118701bfec4600c6a3749eed9
landsd/229066:0,,-4_-8,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,27.5617,7b56cc36485365e4040774bc44480a5bf119ccd7ea9c2aa4f12b1f600abf54b4
landsd/276680:0,,-5_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,84.4527,f7690ed30804946efb8d704469b734f5310552387d9d85b56ab033443dbbab2c
landsd/146951:0,,-6_-11,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.1,landsd,64.5906,166e7932983907dbdce46deb55db9ad00d48aa748a7c63b1f8dba409001e3fcd
landsd/99033:0,MANHATTAN HEIGHTS,-2_0,native,enhanced,confirmed-skip,existing-current-acceptance,,yes,Tower,16.8,landsd,35.4026,dc3ab648c0330f440921c4b8cf21a0193147c66e39937a8a987f2968588db47c
landsd/5873:0,Block 82,-7_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.1,landsd,64.2472,3d30bcc252d7ada2dd4ce33deeaf8462d3886b814c04b357937dea66d40b7b30
landsd/3844:0,St. John's Cathedral,-1_0,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,14.9,landsd,1143.1804,a2cef516781bf19cc9fedcd509d9e962e799a94a2b54217a7e93dae09b37fd88
landsd/201222:0,,-8_-5,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,3.3,landsd,23.449,0ca30386cfaddd38d3e048aeb214d3097ef0089baa489ba0bda2a67219cf0ad9
landsd/192587:0,,-14_3,footprint,unassessed,review,source-or-terrain-diagnostic;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain,yes,Tower,4.7,landsd,80.4395,88d61503c82b29968e772d9715634a28d4a6d5443ef05b686add9d912975001c
landsd/189331:0,C S TOWER,-1_0,native,unassessed,review,existing-detail-without-current-acceptance,,yes,Podium,15.9,landsd,155.7705,df97c6fd27aef48f3c74ae713e79686b2ae320c435e5b2492e06071d036443ea
landsd/277352:0,,-5_-11,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,4.3,landsd,37.42,2b1ba0295bf3d169bd9c968d8e537b49bc5ee2d268c42ce424f7ee81aae6042b
landsd/79705:0,,-9_-10,footprint,unassessed,review,native-envelope-differs,,yes,Tower,8.2,landsd,56.3656,d708c48a10e5c2751fc42d9b9b12f05256244a40b96f3f6f10eaa746710d8aec
landsd/36808:0,,7_-5,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,3.5,landsd,46.3083,b9a7dd8673dbff729c4e07af978fb8a9ec150ada1f1244a262447eacfc3d93b7
landsd/150782:0,House 92,-1_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.1,landsd,65.0217,250f62b6f4e63c59e3e5bdd2e5a8679178432a550bdc441addc7982b9f620064
landsd/327170:0,,-6_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,53.4578,480c0ccd61a34a092c7b79401ce6dfa596e954398c1acf2c87d642d15d9f157d
landsd/333168:0,,-9_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,60.0505,59edea931c347056c5db4d8af13ea274dfa506bf805715bd1ede8e1588cf2442
landsd/130928:0,,-7_4,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,11.1,landsd,75.6157,0ec2699f62d6595de1ff2a7d544877b8ca486804f57f4adc9e543ee9d776bfbd
landsd/88485:0,,1_-2,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,24.2,landsd,49.7152,c99f3693d2781a77dfb5e8e994e0d80aeae57662ce287bc184a3b951a8eb6c8a
landsd/167072:0,,-5_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,14.1142,64cf56210304bacf4e7549c3217b64bbc786e3f667db3c1c30f8409a50009184
landsd/22407:0,Hoi Fai House,-1_-3,footprint,unassessed,review,large-or-tall-form;native-source-missing-or-ambiguous,,apartments,Tower,114.2,landsd,676.6865,8283537112e7490f54827c1b0d2142a2852d9fbbec74c3542e241b7a27fd2b5b
landsd/240730:0,,1_2,footprint,unassessed,review,source-or-terrain-diagnostic;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain,yes,Tower,9.9,landsd,111.3489,2cd905db3863dadf85aaf52750d0a3db8abb6aa2c876fb9d9fb796084c617e33
landsd/84946:0,,2_3,footprint,unassessed,review,source-or-terrain-diagnostic;nonordinary-or-support-form;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain,yes,Podium,5.1,landsd,110.1248,15e4469da5b3de2e607fbad3b19ff82be19a51a4a3f2c9b37a5ff7e8a24fb3ed
landsd/162326:0,,-16_1,embedded,unassessed,review,existing-detail-without-current-acceptance,,yes,Tower,6.8,landsd,77.4193,972dcf8499233feaa5c1530ae9254a31892f974e6b725e54466951276fd86ea0
landsd/127344:0,,-5_-11,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,16.4979,f1652e75b4914058596ec4e6a1f8b01d9e6385171054382fbf3d550545311959
landsd/147830:0,,0_-3,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,21.1,landsd,87.5731,5aa8704752b9ff1158099e11a09254137c119fd1d2986202208e0c8dfd912909
landsd/331535:0,,3_-4,footprint,unassessed,review,source-or-terrain-diagnostic;estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain,roof,Open-sided Structure,3.0,estimated,52.8281,a620818f6f5b654f29f2edebf356631f307f518916d5d8e6083e042580489d3c
landsd/300516:0,Yuen Long Tam Mei Construction Sector Imported Labour Quarters C4,-6_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,dormitory,Temporary Structure,3.5,estimated,624.1037,371a6473c6a47fd147010c87aca1e9caf17bbc14b50ffb5a3fc4864aab2a0f37
landsd/271383:0,,-4_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,15.3341,65a15235fde10dc1a6ca0237032ae9ccac1394305c9a08fbcc562d77af8f5d28
landsd/188834:0,,-1_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,8.3,landsd,65.0212,131b97b52844228a442b3b5f43bd7a964c5d970701a752f456e692495ec61c60
landsd/44959:0,,-7_-9,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,5.8,landsd,28.6301,a24de4bc8089a600e1ba2b2647b1b207d37ba8218e97cc44e800bdb3ecdd5e8f
landsd/158252:0,,-3_3,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,30.0353,e2341e2c45e376d3ada8e158595cf996f615ac4d0fd878d1fdc011436eae97e8
landsd/166242:0,Rose Mansion,0_-1,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,23.8,landsd,191.9394,dc35c9ff875cbc5e2e3eb194a63b9f2b7fade53b9339c9ae8939fc410716413b
landsd/128195:0,,-4_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,52.431,e5d56961ee685bacfa938bfd0353b93426ed9aa9cc685d8004cd2851645369c6
landsd/219255:0,TSUEN WAN RIVIERA PARK,-3_-5,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,322.4805,1e692c2068077b0314e2a162a35c4022d14eb31d8e9e41ce151154283233f68d
landsd/211063:0,,-3_-11,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,3.7,landsd,26.1149,375fddb67aeeedd0db5a26609ad0fa1f2be2120a8de05e1f44bc632b7d90b9a3
landsd/36047:0,,5_-6,footprint,unassessed,review,native-envelope-differs,,house,Tower,7.9,landsd,53.6909,09c4804cde463164286951534f08a7d913d8b9f2dde177f1f6b8fc3e0d6f07a6
landsd/3658:0,,-10_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.2,landsd,65.0247,735ff33126bcee72727daaee91d404594a450ff614cf9d499b751a3e5e3ff55e
landsd/15444:0,,-6_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,10.2,landsd,46.7674,38eb6879ffbb78f913f61144c20121bc4d4717e2119de3556d8e5fc7ed5e1c82
landsd/75826:0,,-1_0,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,22.3,landsd,64.114,7f4669a08ec207473957977c9ddda72bc68629ca1f7c8fdcb1d80057a373909a
landsd/150902:0,,-9_-9,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,11.4,landsd,30.2413,e00d4e0ed2d6ae6ed7b71ae115f02d08fcb40996346118b0aecf89b5a3240581
landsd/182846:0,,-2_4,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,54.4159,b6de1ebdc3ab6caf09b1d7ae245db8db0437a326d7a7efff82febbbbda7c7464
landsd/87509:0,,-2_-13,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,7.3,landsd,36.7681,01152e3d239dbe92420e68a921b1771760937b7458da945282005c20099d918c
landsd/190489:0,,-9_-1,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,10.1,landsd,109.283,e329ac181ec64246b30dc58e24dc2fa94b843e4909c954589d680eec1d096da9
landsd/266263:0,International Enterprise Centre 3,-3_-5,footprint,unassessed,review,large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,95.0,landsd,899.0239,cc8300b7ecbf304712f6fba68497f2dbdc0b3f470e427973fe0c42136f489a65
landsd/161901:0,Kolling Centre,0_-1,footprint,unassessed,review,large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,,commercial,Tower,80.4,landsd,204.2281,e4086a547828d150ff1544ce323b31517bb847d65cf61d0e25d6cb65554c8bf3
landsd/64399:0,,5_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,6.7,landsd,64.9966,c4ff82480895d5c3fbd13ff0c63594a348f0f06b479d57f21dc4d7065e41d48c
landsd/269460:0,,-2_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,69.6323,037dce3671d4970525a5851cb0c4b1ac797545f78854140863b5e3d363409fe7
landsd/91930:0,,1_-3,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,16.4,landsd,228.0641,8c4171234ee154a2ff5e43285dbf27c938dc3d5726619fdd2ed03d1e39b86832
landsd/250014:0,Kam Kwok Building,1_-3,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,apartments,Tower,23.2,landsd,1097.5288,b783b4c5faf98340f58ec778e039d6f7cfa4d881855cd464cb24d996ddb392ea
landsd/337257:0,,-4_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,5.2,landsd,46.5549,1b4927971bc48b14adb4557517b2c9773b4bb34fa03db5bb60de8e9406680dad
