uid,name,tile,geometry,priorState,recommendation,reasons,auditFlags,kind,structureType,heightMetres,heightSource,areaM2,inputHash
landsd/125684:0,,3_2,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-base-above-terrain,yes,Tower,5.4,landsd,21.3274,8bae64b9f8f44eb28f6eb7162fc10686d294023c1afa956ddfc321c842fb4b73
landsd/71245:0,,-11_-2,footprint,unassessed,review,nonordinary-or-support-form;large-or-tall-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,31,landsd,12860.4393,2c079e6f0e73e78e3ee202e10cb372f139e9301808ff7762fa22426920201cb5
landsd/104539:0,KWOK TAK SENG CATHOLIC SECONDARY SCHOOL,1_-5,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,43.7536,21995c24ff3ee88c342cd75bbc84b2e610cf5b7b0a1493a68c05896072f6d817
landsd/255431:0,The Jockey Club New Hall,-9_-7,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,dormitory,Tower,36.7,landsd,775.9756,a9077535174806c6c8822493efe45b738928f41f9e811e8a4db33af2e05c64ae
landsd/268444:0,,-9_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,5.1,landsd,225.9258,ab24c5063e4be374f5bf8efb4df6b2ace3b728f1380eaf5d70f22d4fb04c46c7
landsd/104909:0,,2_-10,footprint,unassessed,review,native-envelope-differs,,yes,Tower,8.5,landsd,39.0534,3ba0d8e9114ec5d09cf45c667751935707d83b36282d279c5d166b4f82866871
landsd/280388:0,,-10_-11,footprint,unassessed,review,native-envelope-differs,,yes,Tower,5.0,landsd,99.5716,313971400fa54e4e66b777b71571f6d5c68b6c38ca5a9e12b10697c2b0422a71
landsd/43260:0,,-8_-9,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain,yes,Tower,4.0,landsd,26.2369,339e2eab53119050176627b7977b3c8d5f3fc5f44ac8e4e65893c6d5c21b390e
landsd/301940:0,15 Villa Avenue Villa Lucca,1_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,11.6,landsd,88.9607,ba5e6d54d82f1a3f70dc9cd30ff40535b6695b9d58b90a189a7ab056e754ea42
landsd/328625:0,,-4_-6,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,19.2148,747f601ee84757c31f3da9b19d2b0f3ae088d169676bea35f900d6f9b9e97b09
landsd/225502:0,WAIGA MANSION,1_1,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain,yes,Tower,3.3,landsd,26.727,8b52238a76cfa8002ee84665dd81cd7614213c103aef8366f76f06323e61de3f
landsd/132908:0,,3_-7,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.1,landsd,65.0286,13f4ce469e71744483846e3647d666ab3bca463ac2a8bf712d91e348e69e01d2
landsd/206033:0,,4_-4,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,22.758,863c57b68a35129845149f9b83f5feab1ef45ce707057010feaa3ef21be6e3ea
landsd/190820:0,,-10_-7,footprint,unassessed,review,native-envelope-differs,,yes,Tower,3.8,landsd,13.2004,095f8087cc9cb0e8b9ebacb8b9addfa05d81f724bd5f95ed17377e16b94cbd61
landsd/339752:0,,-1_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,6.5187,6d1473963fc75fc897d9592d2f9e6d086481402170d110a3975693fa289d3fa9
landsd/91107:0,Comfort House,1_-2,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,49.1,landsd,72.5637,849162129688297f265bf2515fad23870bc14c157f8b42c96a4aa053982b151f
landsd/164905:0,,-3_-4,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,4.3,landsd,522.6911,5dea4c58bd512fcd700414a9f99bd02d28da4e7f0b1d188ec8da16eaf8aeb888
landsd/127403:0,,-4_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.1,landsd,66.9613,e69d64eb0724d2aa84e57591318d34deca3757bf0c373c228123f91446a94869
landsd/273396:0,,-6_-2,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,apartments,Open-sided Structure,6.9,landsd,53.7398,8c1b00b2c21b8ca19be10ac7988fee0d622ce9228d86f23aebf526bf6501e4d1
landsd/171100:0,,0_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;holes-or-missing-footprint;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,155.5393,f4c3ded4280a905d789bdc8d6ef9e1b7d3462394ac72f59c8073975809f45c75
landsd/90617:0,,-6_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,5.9,landsd,55.3223,87327fafb62ae8aa13f5091120c83b57cfefe9c9a7ae35ac2ebf22b728c1c037
landsd/320115:0,,-1_-11,footprint,unassessed,review,native-envelope-differs,,yes,Tower,3.1,landsd,42.2584,c00770bdb12b9e3ac524b47208b24f2a875347079dd92819b0082cf937f54ca6
landsd/13941:0,,-6_-11,footprint,unassessed,review,native-mesh-complexity-needs-review,,house,Tower,7.6,landsd,58.7171,a38f1e4b88a17922cad977c6d4d38da2dea07f54dd5651120f2c27a80721e0aa
landsd/324308:0,,-10_-6,footprint,unassessed,review,source-or-terrain-diagnostic;estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain,warehouse,Temporary Structure,3.5,estimated,384.5258,f92e10e876b6a6c848526dff3ebd44d40b9fcadac8ce43730b79d3ee97cc4901
landsd/137874:0,Block 26,-5_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.4,landsd,64.3525,82f0efebb5a460e9add7c90634901daf69a6c233ad33bf13e1678fb372651622
landsd/123255:0,,4_2,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain,house,Tower,6.3,landsd,49.0138,e899767506b6786ed06a4691715195c9f835b9b9506912ee4e0086a0b66383d0
landsd/270607:0,Sorrento Tower 1,0_-2,footprint,unassessed,review,source-or-terrain-diagnostic;large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,228.2,landsd,928.5763,9b3e0bbe369ca1bec173717ce1f98e1447aaee1547c6d3974a93af02189d558a
landsd/312122:0,,-2_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,14.2704,f2091fa3cc2ee6851e08b00b8d9b3b6e1cabe97a7e1e67c2072690e2b93898fc
landsd/138127:0,,-1_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,40.6174,a645be867b5225118d583e087d9b7a1594a32e4ddbb7093f9464d2f00ba8f6ea
landsd/69269:0,Fa Peng Knoll Block 18,-7_4,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,house,Tower,6.4,landsd,46.1774,3f060c83821b693aa775e18d09adab75e0d9d9c4f6ab2f287351268a7e21e8c4
landsd/294048:0,,-4_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,54.5013,f7d0503c6f31079efbbb3e89c1dbfb66b3e6cb92266bb9ead525695cc1fab5bb
landsd/173120:0,,-7_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,28.1458,78b9aee67eeaab0572b158362a4fb5e49d1f657c3d8daa0dc6fef096cec258ce
landsd/282997:0,,0_-14,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,235.7874,e0a6b83d5d8a76a8d3a443eee05c21694741bc5f828c197bcb8f8aaeb8ae6b15
landsd/104309:0,Ville de Cascade A18,1_-6,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,10.9,landsd,50.921,9a7dcae8e057744c55bc09d70741b13f98102d03acbd5c3b945c24ae7d810b91
landsd/161506:0,,-8_-8,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,4.0,landsd,14.4242,de75fc27c2dc23957ab5c21141ab79da591f924bf7117c2e41305d25c27afa71
landsd/170385:0,,-1_-13,footprint,unassessed,review,native-envelope-differs,,yes,Tower,3.2,landsd,3.2188,a7ce0fb2659bf3863cf0ffe53618825f31881f472058b8049450b42d456d3815
landsd/339612:0,,-1_-14,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,15.6116,bf9ef4e6a49f974f3eb3b9c510e1ea1f5143e51df85eaf6b7e5051939d3c2c0d
landsd/11792:0,,-10_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,73.7075,564076e6424eacc04490fc2ceac700ce8dfda4e51333c325bf657bc7389da7fd
landsd/214873:0,,-9_-8,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,63.4105,694c711901e6ee9486381967cd5d35b606e20014df87f37479eeb6cfb48ab585
landsd/313486:0,,-1_2,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,65.14,deac254f0073781b7af3d5eb4315d7cbacb87ad4d1b0bfee69efa3cfa7130722
landsd/140681:0,,-7_-8,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-base-above-terrain,yes,Tower,3,landsd,20.2261,b444b81e34ee77518197ee6d0f09bb269f1f0da0163fc9ef5439eed441bea288
landsd/145887:0,,1_-3,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,residential,Tower,19.5,landsd,164.5975,1f86270d9c0fddca1a07523194014e9fe332bfed00aa3f4565aed26d9846e7b1
landsd/330787:0,Hong Chi Jockey Club Conference Hall,0_-10,footprint,unassessed,review,nonordinary-or-support-form;native-envelope-differs;native-mesh-complexity-needs-review,,amenity,Tower,6.0,landsd,235.6631,07ce8dfea689c612a7adfae6e150c9935fdbb11489dd1835d0ce8eb5d4291df1
landsd/46361:0,,-7_-8,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,4.5,landsd,36.2588,0c85774e842084a19a0e6a6beb01a3f45f9478f1218b36dc800de776b7458201
landsd/170807:0,,-4_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,46.1498,200e7370d32b2c07f3b05338bb2640a137303158a6e4c94e860c6f5beb1d396e
landsd/39411:0,Shing Wing House ,1_-6,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,apartments,Tower,46.6,landsd,463.2309,fba6dc7f6c235d81c3239e95988e10237551ca7bfa3afb7f07632664c01ca778
landsd/38167:0,,-6_-11,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,6.6,landsd,40.1428,ea29a8a57cf0e101530480498e73db270f9329c2b9d95ccbf5e14e4d01afad3b
landsd/172578:0,,-1_-14,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,16.6006,810168ce309c9620e1b1109dbaca730a8df79afdc09a7649198ec5a2deffa69d
landsd/13147:0,,-6_-11,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,7.0,landsd,49.8254,ce14018513a84b55c53695b04a726cea2d7267e2b08adb599f41f83e6fe80d5f
landsd/144145:0,,-5_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,26.806,75ec7dbd77b9b512d585c9a131e1da14b60814a9679f5bd2d8a85a2e2520785e
landsd/75516:0,,-9_2,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,6.6,landsd,95.3984,d3db464a701ddf28268f7a0cc6593a1b28e64c6b220a78ad68c4dcb3757f7cee
landsd/24924:0,,1_-3,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,2.7,landsd,6.9893,ab09deb9e5fca2f4513b1bc7d86dc2c8e9a7437bf5d0a5c4cb7f6494011d2297
landsd/266195:0,,-3_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.2,landsd,64.8462,cf6ef925c1883ae09759581a14c664dab228e0a88ccd838279222cc4cb0a9fb0
landsd/186190:0,,-7_-9,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,9.1,landsd,51.0787,22f2b9a0cb177dbfe2680444a3ead216c617985592457edea744b214e408eab8
landsd/65011:0,,5_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,apartments,Tower,7.4,landsd,66.4689,4cac03e3b84c03ba42fc7992322cc83b98bc49592865e463cb435ed7a8617129
landsd/47074:0,,-4_-10,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,4.0,landsd,62.009,7ba14c8a5eb7e2e09075b2015b125d5b2bbcf195aa0f84917afadb5e0fd7d48f
landsd/335934:0,,-1_2,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,59.3047,5dd320c8297efee66574e36e289fd45bcf2090ef3770e99318a46cc595354716
landsd/163281:0,,-6_-11,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,43.9917,56d2744b2512fd1b1c30ffc4d1ae2a823b9750934d4b8a04af11bb79dfa5e71c
landsd/298431:0,,-4_-8,footprint,unassessed,review,native-envelope-differs,,yes,Tower,5.3,landsd,32.1815,188557f009d7369b4cb9c7e3b1137673ecefd91c0830a7eb76e9426427647795
landsd/141118:0,,-5_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,6.7005,90cb74a2045b50e93b3acf06a2163f5b3553b1b18dd0f43936f306aba8cc31c6
landsd/73876:0,,-3_-13,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,25.0168,7de71b82385f09a8eff4a534e7ca956ec8f78714a8ba3eb4e999663d7d2751ab
landsd/241718:0,PO LEUNG KUK PAK TAM CHUNG HOLIDAY CAMP,8_-6,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain,yes,Tower,9,landsd,256.3296,20abf4050c35c711301d860917606ae82c8817fd8f139bd7616186d1bb6aee02
landsd/218339:0,,-3_-5,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,apartments,Tower,23,landsd,88.4027,5d545d41641bdbfc5be30315f0c1224e5eb0f1677b34c5bc7b7d8f78b59412fb
landsd/152697:0,Pretticoins Garden Block 24,-7_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,11.3,landsd,69.6922,0f393a8976dede9aed43c29acd4a69d8d701cd2dcdf202caa72346addef39c03
landsd/314193:0,Carpark 4 Expansion,-12_-2,footprint,unassessed,review,large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,,commercial,Tower,43.9,landsd,6183.6835,2593bf7988cfb2594a232ed2004cdab32a09ad94caf57fc65442174648a4f6b6
landsd/62420:0,,-1_4,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,house,Tower,4.3,landsd,37.9278,08d0ab6a48855bb3c36e9e57eb9268397a081924adf4cb72330b5fed8d088ff0
landsd/119951:0,,-6_-10,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,4.9,landsd,33.559,c0ffe6b2d68e212b1aa81bc8ac4b0d1232a19ce614c300c5d1dbe763595611a8
landsd/106625:0,,-1_-10,footprint,unassessed,review,native-envelope-differs,,yes,Tower,5.3,landsd,34.8435,648c1fcbc1fe6dc77bed355833db614b68d75e2862e1adee9a840a7430f56b85
landsd/125479:0,TIN SAU BAZAAR,-9_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,17.2215,6181aa4f7e67e537a9641aca31ad13b766ed18b2100f1488548230c2d7ad3c74
landsd/263281:0,,-9_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,64.4993,57318ac83916a9fafff31a548ebdf4f016b3c8cccd8b570066ce35dc703f1c74
landsd/80834:0,To Kwa Wan Pigging Station,1_-2,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,4.0,landsd,325.5622,6c0e8be3b7119469bf961b3e7511066c6a01d3183f0c723f3c20ad20788fc6c2
landsd/299979:0,,-1_-11,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,23.077,ac655ad00af504c5b279fb0490ae5098919bbf94a47906f0a4f8a1ccb85c0a64
landsd/64853:0,,-4_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,16.4737,779e9a5e6dbf14b3bcd0843e355c37ce0bc1c91e426b58b871b65983bf65e5f7
landsd/85047:0,,-4_-9,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,8.4,landsd,65.3572,2ea5eacdc561680d87aa83f58f18c406d35588ab7d5e18418f23acc8d5e4f56d
landsd/196514:0,,-8_-8,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,23.683,539888fdaeb7abfeb0bd4efc3c446eb74949360a61d3b9c033bccc2c5a299472
landsd/218997:0,,-5_-5,footprint,unassessed,review,native-envelope-differs,,yes,Tower,8.2,landsd,51.9769,859ea02e00dc3823b285123ef4cd20d5eb6c415667bae59de673014a514c9ffe
landsd/163407:0,,-3_-12,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,92.4234,af12f0c31288d28f6c1ccec2aa07c076936d2d41ca50d3c4d3584171cba588b4
landsd/219566:0,,-4_-4,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,apartments,Tower,7.6,landsd,66.2722,fe31954f11b75516f940d0c25e56ebc0c2f814fc29d695d88b78a21340c7152e
landsd/9740:0,,-1_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,3.0,landsd,28.9768,76eb243e74b3f06fa54bef453a535891a9079b3dbfe4d95c236432f69eb90891
landsd/18608:0,,-3_-14,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,12.6017,bdbf1a17c64462a6ebb47ebe8f0316ea620fbc1a6a6d2355bc2d98a64d035f4d
landsd/317721:0,,-4_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,869.7307,0465e89b67a5767320bf20a098017736321bbe91be99211b87c64204b1e1b9cc
landsd/271276:0,,-4_-6,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,76.5897,d092c0167213e32cd6f0dbeec91be42a16c4b8d3411527a11bdeb673a543e9b1
landsd/210934:0,,3_-14,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,4,landsd,25.6288,3805642c69239f5c402ccdd707bc8d4019d0f3a98e82bdc00612cfeda2b5f92c
landsd/105038:0,,-10_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,128.9632,909d50b8d7fd97850eb4c37313b1ae50b27d40a238ac74c68871eac227deba70
landsd/224169:0,REPULSE BAY VILLA,1_2,footprint,unassessed,review,source-or-terrain-diagnostic;estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain,roof,Open-sided Structure,3.0,estimated,70.8803,ccee0c59a12b89f5d2da033c31ece9d319e0b822d543d98afd4857c8f3a80a76
landsd/212827:0,,-8_-9,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,41.7947,1a6781fa56b6978665f3d78d56c2d9be45f22ad969048c6ccfe513e87f013441
landsd/245851:0,,2_-14,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,2.8,landsd,8.0579,04f18c54aaaba32f04ba2fae8d6406caf43624a44fdf18cbdef37f1651bd973f
landsd/335997:0,,-3_-14,footprint,unassessed,review,native-source-missing-or-ambiguous,,yes,Tower,6.1,landsd,22.1338,4584fe534a3e8be87f2c69c7c9e9df3f6bb8eda6fde801832109729dd9e9398e
landsd/158926:0,,-2_-4,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,32.5214,c15ec8dab1b477abe6c22252ba16366c484a4d5ed32232f6f263b1d8068b3cba
landsd/19668:0,,-1_-12,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,6,landsd,88.121,e7155696455508ee53147b8f2574da2a6c27285e51a32bed81ac90f81e895543
landsd/39658:0,Hin Yiu House,0_-5,footprint,unassessed,review,large-or-tall-form;native-envelope-differs;native-mesh-complexity-needs-review,,apartments,Tower,109.4,landsd,1357.3212,fa72afc80a11950ba11a47bc9e01fea131c631219529b8ca672b31259e5f69b3
landsd/77989:0,,-7_4,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,3.9,landsd,43.2177,aae7eb749a160888e2b573248381d271c8a8f71f4a8f1211a73679e07421d33e
landsd/234884:0,Apollo Building,-1_-3,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,23.1,landsd,560.987,5716dd130ea0c4ea69cb2d7b3cdd59153df1546a9ad71cb8cc818bd0d4512439
landsd/122876:0,,-5_-12,footprint,unassessed,review,source-or-terrain-diagnostic;native-envelope-differs;native-mesh-complexity-needs-review,sampled-base-above-terrain,yes,Tower,8.3,landsd,64.204,5cc18eef4540fbcfe51a64c35efe2ff81c17c46441d9686c72b595d318be5b6c
landsd/191495:0,Tung Koon San Tsuen Block D,-7_4,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-base-above-terrain,yes,Tower,10.9,landsd,41.6742,86010b4113d0947cb4ab24ffcff999e52cc347cecc6d3677c042dd03883bffec
landsd/130705:0,,-1_-11,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,36.2985,60420b035f5a76b83f661c599c9d53fbbe0c58c4d0ea872a1a0993b1c4ab0631
landsd/74954:0,,-9_2,footprint,unassessed,review,source-or-terrain-diagnostic;native-mesh-complexity-needs-review,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,10.1,landsd,67.739,7e3253f1a52ab13bbe2e5af8b7323803242adef9e0f7e2a2b7452f2f68757063
landsd/299758:0,,5_-5,footprint,unassessed,review,source-or-terrain-diagnostic;nonordinary-or-support-form;native-source-missing-or-ambiguous,sampled-roof-partly-below-terrain,roof,Open-sided Structure,4,landsd,123.3641,2c3018721121a14f432e60cad0222d2e7f1875b60b14c30713bd78c65b87d44c
landsd/88482:0,Conifer Lodge Block 3,2_-7,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,yes,Tower,6.0,landsd,37.0504,46f400f7879530cae2617a93c9a15c56394f2dbc0e8c39510f3d10a1195bd176
landsd/4230:0,,6_-2,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,7.5,landsd,68.8604,dc89c4f65f2f6d965460628b1fd04334aa8a5ec40422b778fb7bb1136e844fd0
landsd/201180:0,,-1_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,shed,Temporary Structure,3.5,estimated,31.657,14099cf2d2a1292a7872958163e72a3c635beb145015192251344f1c82f4df72
landsd/66975:0,Sun Yee Wo Hall,1_-11,footprint,unassessed,review,source-or-terrain-diagnostic,sampled-roof-partly-below-terrain;sampled-roof-wholly-below-terrain,yes,Tower,4.5,landsd,30.9674,bb1802314dbe0857e464b5f446ebdba4c3bc2eb7e5eb9b4d1c64295a05952a75
landsd/183966:0,,6_-8,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,8.5,landsd,63.3601,35aa91b5705bcce7141834b71c43e34b3e5a0a2eee770143bd46ee6db196e67b
landsd/253780:0,THE BELVEDERE,-1_1,footprint,unassessed,review,native-envelope-differs;native-mesh-complexity-needs-review,,house,Tower,13.9,landsd,131.9193,61c7fb114002f445a04506e7d8478824267df6268b45c00e09249476984b7cf7
landsd/2460:0,,-10_2,footprint,unassessed,review,nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,2.2,landsd,11.6123,48eacea4cc587e7debd3428b7e209118d7a71deb5884584f728498910f45c10c
landsd/16746:0,,-2_-13,footprint,unassessed,review,native-mesh-complexity-needs-review,,yes,Tower,6.0,landsd,96.0998,b410d066f2b32a2f9c1d3d7f05a32e6ae63fbe1bb02e95460b699a68a9ea6fe0
landsd/340549:0,,1_-10,footprint,unassessed,review,estimated-height;nonordinary-or-support-form;native-source-missing-or-ambiguous,,roof,Open-sided Structure,3.0,estimated,38.4288,291ec1da162f4170a5926795d17e906b60b41bc066458c0f17b66d8f6f7b0dfc
landsd/225387:0,FOLKLAND MANSION,0_-2,footprint,unassessed,review,nonordinary-or-support-form;native-envelope-differs;native-mesh-complexity-needs-review,,residential,Podium,7.8,landsd,696.5642,e72a9197841f35a61c0d1e85741f49708567fd85122c5c80b2a7af2844cf2ab1
landsd/204322:0,,-8_-5,footprint,unassessed,likely-skip,ordinary-surveyed-form-small-native-envelope-difference-low-complexity,,yes,Tower,2.3,landsd,66.6064,51c13d7780f3f7ef424fa5d1feb13e3219f1ac8281e6765277cbb41a6e67696e
