uid,objectId,buildingCSUID,name,nameZh,sectionId,sectionName,tile,centreX,centreZ,baseHeight,height,heightSource,governmentAvailable,sizeGroup,sizeLabel,triangles,modelId,sourceState,sourceHoldReason,compressedBytes,geometryBytes,installation,actionableState
landsd/76594:0,76594,1609211551T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18408.156249,4949.430915,12.7,7.4,landsd,True,small,S,116,B160921155101062G0,packed-needs-placement-review,,1938,7968,progressive,installed
landsd/76596:0,76596,1606311553T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18435.892425,4947.54319,13.3,7.3,landsd,True,small,S,116,B160631155301062G0,packed-needs-placement-review,,1926,8184,progressive,installed
landsd/76604:0,76604,1602911511T20050430,,逸雅苑,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18470.035505,4988.25757,4.7,8.4,landsd,True,small,S,168,B160291151101062G0,packed-needs-placement-review,,2591,11880,progressive,installed
landsd/76606:0,76606,1607011546T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18430.137733,4954.26426,12.9,8.3,landsd,True,small,S,208,B160701154601062G0,packed-needs-placement-review,,3137,13992,progressive,installed
landsd/76607:0,76607,1601111500T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18488.313389,4998.753309,3.8,8.3,landsd,True,small,S,196,B160111150001062G0,packed-needs-placement-review,,2776,13272,progressive,installed
landsd/76666:0,76666,1601811525T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18481.840747,4975.070734,4,7.2,landsd,True,small,S,104,B160181152501062G0,packed-needs-placement-review,,1767,6960,progressive,installed
landsd/76669:0,76669,1571811911T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18782.413146,4590.714997,29.6,8.0,landsd,True,small,S,111,B157181191101062G0,packed-needs-placement-review,,1832,7398,progressive,installed
landsd/76753:0,76753,1615411370T20140110,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18345.53037,5129.603644,3.9,8.8,landsd,True,small,S,128,B161541137001062G0,packed-needs-placement-review,,1936,8544,progressive,installed
landsd/77016:0,77016,1614011392T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18360.230549,5108.443112,4.1,6.2,landsd,True,small,S,133,B161401139201062G0,packed-needs-placement-review,,2189,10122,progressive,installed
landsd/77021:0,77021,1618611296T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18315.127499,5204.218113,5.1,8.0,landsd,True,small,S,194,B161861129601062G0,packed-needs-placement-review,,2781,12936,progressive,installed
landsd/77022:0,77022,1616511357T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18335.88208,5143.235822,3.9,8.3,landsd,True,small,S,139,B161651135701062G0,packed-needs-placement-review,,2152,9078,progressive,installed
landsd/77023:0,77023,1613311269T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18367.190708,5230.133281,4.3,9.6,landsd,True,small,S,148,B161331126901062G0,packed-needs-placement-review,,2348,10320,progressive,installed
landsd/77024:0,77024,1614811332T20070905,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18351.921658,5166.474282,4.2,7.0,landsd,True,small,S,116,B161481133201062G0,packed-needs-placement-review,,1849,7896,progressive,installed
landsd/77026:0,77026,1566411245T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18835.96927,5254.242584,4.4,3.8,landsd,True,small,S,196,B156641124501062G0,packed-needs-placement-review,,3072,13488,progressive,installed
landsd/77297:0,77297,1577811695T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18720.636497,4804.553285,7.8,7.7,landsd,True,small,S,206,B157781169501062G0,packed-needs-placement-review,,2945,14412,progressive,installed
landsd/77534:0,77534,1582511772T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18673.771599,4728.564394,8.2,9.3,landsd,True,small,S,144,B158251177201062G0,packed-needs-placement-review,,2449,10440,progressive,installed
landsd/77537:0,77537,1573111738T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18769.883826,4761.622677,11.9,5.3,landsd,True,small,S,110,B157311173801062G0,packed-needs-placement-review,,2016,8292,progressive,installed
landsd/77538:0,77538,1563511744T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18865.410834,4755.530814,20.2,7.6,landsd,True,small,S,138,B156351174401062G0,packed-needs-placement-review,,2142,9396,progressive,installed
landsd/77539:0,77539,1578011754T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18719.672296,4746.140214,9.5,8.2,landsd,True,small,S,106,B157801175401062G0,packed-needs-placement-review,,1850,7188,progressive,installed
landsd/77541:0,77541,1584711757T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18652.590096,4741.550282,7.4,7.6,landsd,True,small,S,120,B158471175701062G0,packed-needs-placement-review,,2024,8496,progressive,installed
landsd/77544:0,77544,1582111749T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18678.976028,4751.232392,7.2,8.5,landsd,True,small,S,134,B158211174901062G0,packed-needs-placement-review,,2169,9588,progressive,installed
landsd/77591:0,77591,1606111436T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18438.807,5063.6065,4.6,7.3,landsd,True,small,S,126,B160611143601062G0,packed-needs-placement-review,,1997,8172,progressive,installed
landsd/77598:0,77598,1561511747T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18884.349505,4753.012091,22.1,8.5,landsd,True,small,S,205,B156151174701062G0,packed-needs-placement-review,,2788,13290,progressive,installed
landsd/77602:0,77602,1600411507T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18496.038197,4992.401757,3.9,8.5,landsd,True,small,S,423,B160041150701062G0,packed-needs-placement-review,,4160,22626,progressive,installed
landsd/77607:0,77607,1608111453T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18419.215898,5045.73681,6.6,7.3,landsd,True,small,S,114,B160811145301062G0,packed-needs-placement-review,,1888,7776,progressive,installed
landsd/77608:0,77608,1615211376T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18348.88132,5124.516374,4.1,7.6,landsd,True,small,S,106,B161521137601062G0,packed-needs-placement-review,,1831,7260,progressive,installed
landsd/77609:0,77609,1613811396T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18362.507303,5105.102441,4.2,4.9,landsd,True,small,S,152,B161381139601062G0,packed-needs-placement-review,,2318,11568,progressive,installed
landsd/77610:0,77610,1606711428T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18432.515805,5071.885127,4.7,8.1,landsd,True,small,S,202,B160671142801062G0,packed-needs-placement-review,,3011,15180,progressive,installed
landsd/77659:0,77659,1607011466T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18429.491492,5034.1989,6.1,7.5,landsd,True,small,S,122,B160701146601062G0,packed-needs-placement-review,,2088,8364,progressive,installed
landsd/77873:0,77873,1561111742T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18889.981094,4757.950181,22,8.6,landsd,True,small,S,183,B156111174201062G0,packed-needs-placement-review,,2538,12006,progressive,installed
landsd/77877:0,77877,1586111747T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18638.479586,4752.551828,6.6,8.3,landsd,True,small,S,215,B158611174701062G0,packed-needs-placement-review,,3265,15654,progressive,installed
landsd/77884:0,77884,1581011774T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18689.414637,4725.699729,10.2,8.2,landsd,True,small,S,110,B158101177401062G0,packed-needs-placement-review,,1964,7500,progressive,installed
landsd/77886:0,77886,1559411749T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18905.605992,4752.065334,23.9,8.6,landsd,True,small,S,112,B155941174901062G0,packed-needs-placement-review,,1824,7584,progressive,installed
landsd/77887:0,77887,1562511736T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18874.835831,4763.852039,20.1,7.6,landsd,True,small,S,130,B156251173601062G0,packed-needs-placement-review,,1949,8412,progressive,installed
landsd/77938:0,77938,1562711778T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18871.462895,4721.691329,25.1,7.8,landsd,True,small,S,134,B156271177801062G1,packed-needs-placement-review,,1980,8580,progressive,installed
landsd/77940:0,77940,1566411772T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18835.886333,4729.083814,20.2,8.5,landsd,True,small,S,134,B156641177201062G0,packed-needs-placement-review,,2078,8724,progressive,installed
landsd/77942:0,77942,1605911467T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18441.21353,5032.696954,5,7.3,landsd,True,small,S,152,B160591146701062G0,packed-needs-placement-review,,2458,10128,progressive,installed
landsd/77948:0,77948,1560511759T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18894.179015,4742.001087,24.4,8.7,landsd,True,small,S,163,B156051175901062G0,packed-needs-placement-review,,2339,10590,progressive,installed
landsd/77949:0,77949,1550911738T20041001,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18990.342325,4761.973865,27.4,7.1,landsd,True,small,S,138,B155091173801062G1,packed-needs-placement-review,,2098,9180,progressive,installed
landsd/77950:0,77950,1575911748T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18741.033134,4751.570001,11.1,7.9,landsd,True,small,S,104,B157591174801062G0,packed-needs-placement-review,,1725,7104,progressive,installed
landsd/77952:0,77952,1614511385T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18355.112071,5115.516504,4,3.8,landsd,True,small,S,109,B161451138501062G0,packed-needs-placement-review,,2034,7602,progressive,installed
landsd/78061:0,78061,1644009348T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_3,-18059.710146,7151.485482,10.3,13.7,landsd,True,small,S,142,B164400934801063C0,packed-needs-placement-review,,2281,9888,progressive,installed
landsd/78380:0,78380,1706808549T20050430,Sea Ranch Block 7,澄碧邨第７座,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-17432.574129,7950.960601,11.5,17.0,landsd,True,small,S,172,B170680854901063C0,packed-needs-placement-review,,2820,12696,progressive,installed
landsd/78657:0,78657,1698708505T20050430,Sea Ranch Block 4,澄碧邨第４座,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-17513.015309,7994.190676,11.4,17.0,landsd,True,small,S,176,B169870850501063C0,packed-needs-placement-review,,2844,12864,progressive,installed
landsd/78708:0,78708,1787109083T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-16628.488129,7416.018527,5.4,7.2,landsd,True,small,S,342,B178710908301062G0,packed-needs-placement-review,,4082,24948,progressive,installed
landsd/78731:0,78731,1606211410T20050430,Southern Comfort House B,南園子Ｂ屋,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18438.201791,5089.823063,4.6,7.9,landsd,True,small,S,150,B160621141001062G0,packed-needs-placement-review,,2332,10188,progressive,installed
landsd/78799:0,78799,1696108495T20050430,Sea Ranch Block 3,澄碧邨第３座,10.7,Pui O and Chi Ma Wan peninsula,-9_4,-17538.753031,8004.378945,11.5,16.6,landsd,True,small,S,184,B169610849501063C0,packed-needs-placement-review,,2870,13200,progressive,installed
landsd/78890:0,78890,1704408564T20050430,Sea Ranch Block 12,澄碧邨第１２座,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-17456.626187,7935.951079,19.5,16.4,landsd,True,small,S,226,B170440856401063C0,packed-needs-placement-review,,3097,14064,progressive,installed
landsd/78987:0,78987,1568711668T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18812.287944,4833.007207,7.6,8.3,landsd,True,small,S,226,B156871166801062G0,packed-needs-placement-review,,2970,15180,progressive,installed
landsd/79145:0,79145,1787109130T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-16630.185793,7370.634134,8,7.1,landsd,True,small,S,116,B178710913001062G0,packed-needs-placement-review,,1972,8112,progressive,installed
landsd/79248:0,79248,1704208533T20050430,Sea Ranch Block 6,澄碧邨第６座,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-17458.4072,7966.854607,11.5,17.0,landsd,True,small,S,172,B170420853301063C0,packed-needs-placement-review,,2806,12696,progressive,installed
landsd/79345:0,79345,1562511798T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18874.083659,4702.447305,27.4,8.3,landsd,True,small,S,122,B156251179801062G0,packed-needs-placement-review,,2029,8580,progressive,installed
landsd/79643:0,79643,1575711762T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18741.593377,4735.761582,11.8,5.4,landsd,True,small,S,120,B157571176201062G0,packed-needs-placement-review,,2012,8496,progressive,installed
landsd/79885:0,79885,1453711099T20130114,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-19963.460712,5400.783829,20.7,8.2,landsd,True,small,S,120,B145371109901062G0,packed-needs-placement-review,,1867,8208,progressive,installed
landsd/80004:0,80004,1790709156T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-16593.468308,7343.77636,9.2,5.4,landsd,True,small,S,108,B179070915601062G0,packed-needs-placement-review,,1779,6984,progressive,installed
landsd/80157:0,80157,1642909377T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_3,-18070.873522,7122.891085,5.8,10.2,landsd,True,small,S,134,B164290937701063C0,packed-needs-placement-review,,2087,8688,progressive,installed
landsd/80334:0,80334,1584311886T20190212,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18657.169814,4613.946523,14,8.2,landsd,True,small,S,142,B158431188601062G0,packed-needs-placement-review,,2250,10068,progressive,installed
landsd/80417:0,80417,1451111162T20100412,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-19987.988459,5339.124706,30.2,8.2,landsd,True,small,S,164,B145111116201062G0,packed-needs-placement-review,,2341,10776,progressive,installed
landsd/80474:0,80474,1617711248T20110919,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18322.789422,5251.54764,3.5,8.7,landsd,True,small,S,108,B161771124801062G0,packed-needs-placement-review,,1755,7416,progressive,installed
landsd/80475:0,80475,1614711245T20120618,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18352.8235,5254.9815,4.3,8.3,landsd,True,small,S,104,B161471124501062G0,packed-needs-placement-review,,1721,7104,progressive,installed
landsd/80665:0,80665,1571811859T20151029,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18781.926976,4641.40516,26.7,8.4,landsd,True,small,S,204,B157181185901062G0,packed-needs-placement-review,,2873,14040,progressive,installed
landsd/84767:0,84767,1625310809T20181105,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18247.103346,5690.572496,4.2,5.0,landsd,True,small,S,116,B162531080901062G0,packed-needs-placement-review,,1927,7752,progressive,installed
landsd/85566:0,85566,1483511287T20050430,,荳盧,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-19665.869972,5208.377441,29.9,7.2,landsd,True,small,S,145,B148351128701062G0,packed-needs-placement-review,,2433,9330,progressive,installed
landsd/99426:0,99426,1562411850T20060517,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18874.869655,4649.781051,33.2,8.8,landsd,True,small,S,124,B156241185001062G0,packed-needs-placement-review,,1806,7800,progressive,installed
landsd/99693:0,99693,1452211166T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-19978.293855,5334.938854,30.3,7.9,landsd,True,small,S,113,B145221116601062G0,packed-needs-placement-review,,1803,7482,progressive,installed
landsd/196549:0,196549,1620312365T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18297.051497,4134.490875,51.1,4.7,landsd,True,xs,XS,10,B162031236501062G0,packed-needs-placement-review,,711,780,none,enhancement-required
landsd/102255:0,102255,1605911559T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18441.445681,4941.141636,11.6,9.4,landsd,True,xs,XS,94,B160591155901062G0,packed-needs-placement-review,,1772,6468,progressive,installed
landsd/107472:0,107472,1617210835T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18327.052312,5663.590843,3.9,2.2,landsd,True,xs,XS,10,B161721083501062G0,packed-needs-placement-review,,717,780,progressive,installed
landsd/107809:0,107809,1585211843T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18647.50105,4658.197366,9.6,4.8,landsd,True,xs,XS,24,B158521184301062G0,packed-needs-placement-review,,935,1656,progressive,installed
landsd/107874:0,107874,1776911876T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16731.185231,4624.05436,21.5,3.0,landsd,True,xs,XS,59,B177691187601062G0,packed-needs-placement-review,,1401,4206,progressive,installed
landsd/107878:0,107878,1777711890T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16722.296539,4610.282518,20.9,5.2,landsd,True,xs,XS,40,B177771189001062G0,packed-needs-placement-review,,1095,2760,progressive,installed
landsd/107885:0,107885,1777311882T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16726.019854,4617.249679,20.9,3.6,landsd,True,xs,XS,62,B177731188201062G0,packed-needs-placement-review,,1478,4476,progressive,installed
landsd/107943:0,107943,1576911686T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18731.590091,4813.183204,7.7,5.8,landsd,True,xs,XS,74,B157691168601062G0,packed-needs-placement-review,,1465,5052,progressive,installed
landsd/107946:0,107946,1573711668T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18762.522683,4831.937739,7.1,6.7,landsd,True,xs,XS,78,B157371166801062G0,packed-needs-placement-review,,1559,5436,progressive,installed
landsd/107948:0,107948,1575011690T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18748.768426,4809.553993,8.8,9.6,landsd,True,xs,XS,96,B157501169001062G0,packed-needs-placement-review,,1688,6228,progressive,installed
landsd/107950:0,107950,1553011665T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18970.250865,4835.749806,9,9,landsd,True,xs,XS,56,B155301166501062G0,packed-needs-placement-review,,1380,4368,progressive,installed
landsd/107951:0,107951,1555211683T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18947.604464,4816.532384,9.1,5.0,landsd,True,xs,XS,63,B155521168301062G0,packed-needs-placement-review,,1303,4014,progressive,installed
landsd/108024:0,108024,1584011865T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18660.03653,4635.667319,13.7,8.7,landsd,True,xs,XS,92,B158401186501062G1,packed-needs-placement-review,,1752,6456,progressive,installed
landsd/108034:0,108034,1573811893T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18761.150125,4608.374922,24.3,9.0,landsd,True,xs,XS,97,B157381189301062G0,packed-needs-placement-review,,1632,6738,progressive,installed
landsd/108035:0,108035,1584011829T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18659.907436,4670.596207,10.9,3.8,landsd,True,xs,XS,14,B158401182901062G0,packed-needs-placement-review,,790,1020,progressive,installed
landsd/108093:0,108093,1591111861T20050430,,老圍村鄉公所,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18588.327572,4639.078895,8,4.3,landsd,True,xs,XS,42,B159111186101062G0,packed-needs-placement-review,,1052,2700,progressive,installed
landsd/108094:0,108094,1578211874T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18717.811404,4625.687197,18.7,3.1,landsd,True,xs,XS,22,B157821187401062G0,packed-needs-placement-review,,921,1644,progressive,installed
landsd/108098:0,108098,1565011687T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18849.866,4812.3545,8,3.7,landsd,True,xs,XS,14,B156501168701062G0,packed-needs-placement-review,,814,1020,progressive,installed
landsd/108148:0,108148,1565611671T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18844.04317,4828.912489,6.6,6.4,landsd,True,xs,XS,76,B156561167101062G0,packed-needs-placement-review,,1556,5280,progressive,installed
landsd/108151:0,108151,1550211664T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18997.605559,4837.793793,10.4,4.8,landsd,True,xs,XS,20,B155021166401062G0,packed-needs-placement-review,,882,1560,progressive,installed
landsd/108157:0,108157,1554411678T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18955.392881,4821.820552,9.1,2.6,landsd,True,xs,XS,10,B155441167801062G0,packed-needs-placement-review,,742,780,progressive,installed
landsd/108231:0,108231,1789609153T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_3,-16604.754451,7346.786321,9.3,4.5,landsd,True,xs,XS,42,B178960915301062G0,packed-needs-placement-review,,1111,2772,progressive,installed
landsd/108354:0,108354,1583411791T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18665.163334,4708.33219,8.9,8.4,landsd,True,xs,XS,46,B158341179101062G0,packed-needs-placement-review,,1203,3156,progressive,installed
landsd/108355:0,108355,1583911808T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18661.464948,4691.511672,9.6,8.7,landsd,True,xs,XS,42,B158391180801062G0,packed-needs-placement-review,,1087,2700,progressive,installed
landsd/108359:0,108359,1587211795T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18628.434023,4705.258795,7.2,2.8,landsd,True,xs,XS,16,B158721179501062G0,packed-needs-placement-review,,812,1176,progressive,installed
landsd/108362:0,108362,1583511829T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18664.590766,4671.949841,11,3.5,landsd,True,xs,XS,50,B158351182901062G0,packed-needs-placement-review,,1103,3180,progressive,installed
landsd/108405:0,108405,1915009848T20050430,CHRISTIAN ZHENG SHENG COLLEGE,基督教正生書院,10.7,Pui O and Chi Ma Wan peninsula,-8_3,-15350.179434,6652.418539,52.2,2.1,landsd,True,xs,XS,10,B191500984801062G0,packed-needs-placement-review,,723,780,progressive,installed
landsd/108461:0,108461,1776811874T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16732.416731,4626.033366,22,2.5,landsd,True,xs,XS,50,B177681187401062G0,packed-needs-placement-review,,1288,3612,progressive,installed
landsd/108467:0,108467,1699008317T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_4,-17510.123792,8183.793958,4,3.7,landsd,True,xs,XS,20,B169900831701062G0,packed-needs-placement-review,,898,1560,progressive,installed
landsd/108472:0,108472,1584811835T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18652.349633,4665.17348,10.2,4.2,landsd,True,xs,XS,37,B158481183501062G0,packed-needs-placement-review,,1134,2634,progressive,installed
landsd/108473:0,108473,1583011841T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18668.705924,4659.273938,13,6.1,landsd,True,xs,XS,48,B158301184101062G0,packed-needs-placement-review,,1196,3312,progressive,installed
landsd/108474:0,108474,1573211890T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18767.163479,4611.479589,24.7,8.6,landsd,True,xs,XS,94,B157321189001062G0,packed-needs-placement-review,,1569,6180,progressive,installed
landsd/108520:0,108520,1574911865T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18747.393954,4635.447256,22.2,6.2,landsd,True,xs,XS,74,B157491186501062G0,packed-needs-placement-review,,1411,5052,progressive,installed
landsd/108523:0,108523,1777111878T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16729.21368,4621.462417,21.3,3.2,landsd,True,xs,XS,52,B177711187801062G0,packed-needs-placement-review,,1328,3768,progressive,installed
landsd/108524:0,108524,1778011895T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16718.828954,4605.829175,20.8,4.6,landsd,True,xs,XS,47,B177801189501062G0,packed-needs-placement-review,,1301,3486,progressive,installed
landsd/108525:0,108525,1577711885T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18725.318037,4614.070609,19.4,9.4,landsd,True,xs,XS,90,B157771188501062G0,packed-needs-placement-review,,1583,6444,progressive,installed
landsd/108841:0,108841,1609611308T20050624,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18403.068841,5192.606468,3.5,8.1,landsd,True,xs,XS,96,B160961130801062G0,packed-needs-placement-review,,1651,6624,progressive,installed
landsd/109144:0,109144,1606311383T20050430,Southern Comfort House G,南園子Ｇ屋,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18437.2835,5116.0495,4.6,7.5,landsd,True,xs,XS,62,B160631138301062G0,packed-needs-placement-review,,1284,4260,progressive,installed
landsd/111136:0,111136,1555411656T20070307,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18945.394437,4843.127705,8.6,8.2,landsd,True,xs,XS,96,B155541165601062G0,packed-needs-placement-review,,1622,6624,progressive,installed
landsd/11179:0,11179,1621410775T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18285.877542,5725.491205,6.8,2.8,landsd,True,xs,XS,48,B162141077501062G0,packed-needs-placement-review,,1221,3492,progressive,installed
landsd/116739:0,116739,1587611810T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18623.185872,4689.791239,7.5,8.0,landsd,True,xs,XS,98,B158761181001062G0,packed-needs-placement-review,,1769,6852,progressive,installed
landsd/116740:0,116740,1587511827T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18623.289474,4675.512455,8.4,8.1,landsd,True,xs,XS,84,B158751182701062G0,packed-needs-placement-review,,1641,5688,progressive,installed
landsd/116741:0,116741,1586811816T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18631.147516,4684.261375,7.9,6.6,landsd,True,xs,XS,18,B158681181601062G0,packed-needs-placement-review,,831,1260,progressive,installed
landsd/116742:0,116742,1588311813T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18616.597507,4687.470486,7.3,8.0,landsd,True,xs,XS,70,B158831181301062G1,packed-needs-placement-review,,1429,4668,progressive,installed
landsd/116746:0,116746,1588811819T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18611.745746,4682.149755,7.2,4.8,landsd,True,xs,XS,26,B158881181901062G0,packed-needs-placement-review,,937,1812,progressive,installed
landsd/122270:0,122270,1756711166T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16932.57522,5334.894993,28.1,4.5,landsd,True,xs,XS,41,B175671116601062G0,packed-needs-placement-review,,1138,2730,progressive,installed
landsd/122417:0,122417,1753111218T20200320,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-16969.381843,5281.997062,4.5,6.0,landsd,True,xs,XS,14,B175311121801062G0,packed-needs-placement-review,,778,1020,progressive,installed
landsd/126629:0,126629,1724511461T20130508,,,10.7,Pui O and Chi Ma Wan peninsula,-9_2,-17256.094273,5039.816811,12.5,5.6,landsd,True,xs,XS,26,B172451146101062G0,packed-needs-placement-review,,942,1956,progressive,installed
landsd/130626:0,130626,1540611706T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-19094.579606,4793.465443,28.5,10.5,landsd,True,xs,XS,44,B154061170601063C0,packed-needs-placement-review,,1248,3000,progressive,installed
landsd/130627:0,130627,1567511699T20050430,,,10.7,Pui O and Chi Ma Wan peninsula,-10_2,-18825.611463,4801.065967,10.4,4.1,landsd,True,xs,XS,58,B156751169901062G0,packed-needs-placement-review,,1307,3876,progressive,installed
