uid,objectId,buildingCSUID,name,nameZh,sectionId,sectionName,tile,centreX,centreZ,baseHeight,height,heightSource,governmentAvailable,sizeGroup,sizeLabel,triangles,modelId,sourceState,sourceHoldReason,compressedBytes,geometryBytes,installation,actionableState
landsd/108268:0,108268,2224819238T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12255.188175,-2778.209966,7.6,8.8,landsd,True,xxl,XXL,117411,B222481923801062G0,packed-needs-placement-review,,1221506,8406000,progressive,installed
landsd/108265:0,108265,2248919311T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12000.911219,-2813.658731,7.5,6.0,landsd,True,xl,XL,23346,B224891931101062G0,packed-needs-placement-review,,272047,1624032,progressive,installed
landsd/246471:0,246471,2198318757T20170725,Disney Explorers Lodge,迪士尼探索家度假酒店,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12508.866374,-2223.596949,6.3,24.4,landsd,True,xl,XL,15041,B219831875701063C1,packed-needs-placement-review,,173129,1040358,progressive,installed
landsd/296766:0,296766,2201419233T20240311,Frozen Ever After,魔雪奇幻之旅,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12486.134699,-2732.818082,7.5,15.9,landsd,True,xl,XL,11526,B220141923301063C0,packed-needs-placement-review,,183926,881604,progressive,installed
landsd/175420:0,175420,1975417366T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14720.918359,-883.464679,5.9,28.9,landsd,True,large,L,5032,B197541736601063C0,packed-needs-placement-review,,54399,360888,none,enhancement-required
landsd/78940:0,78940,1970017382T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14799.199537,-883.413015,5.9,28.2,landsd,True,large,L,2193,B197001738201063C0,packed-needs-placement-review,,23252,157734,none,enhancement-required
landsd/107386:0,107386,2244619303T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12053.868071,-2804.009288,7.6,6.0,landsd,True,large,L,7838,B224461930301062G0,packed-needs-placement-review,,89637,506244,progressive,installed
landsd/108263:0,108263,2255819281T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-6_-2,-11940.883393,-2782.210821,7.5,4.0,landsd,True,large,L,2602,B225581928101062G0,packed-needs-placement-review,,30539,173256,progressive,installed
landsd/108736:0,108736,1918918759T20050430,Graceful Mansion,閒澄閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15313.202796,-2259.909934,36.8,87.9,landsd,True,large,L,3050,B191891875901063C0,packed-needs-placement-review,,27443,217920,progressive,installed
landsd/108741:0,108741,1924818740T20050430,Joyful Mansion,安澄閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15253.433091,-2241.19414,35.9,83.9,landsd,True,large,L,2699,B192481874001063C0,packed-needs-placement-review,,25239,183954,progressive,installed
landsd/108805:0,108805,1929218755T20050430,Peaceful Mansion,逸澄閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15210.913388,-2256.525113,35.9,83.8,landsd,True,large,L,2129,B192921875501063C0,packed-needs-placement-review,,20619,141870,progressive,installed
landsd/176915:0,176915,1937118750T20051013,The Barion (Block 2),珀蘆,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15129.492816,-2249.999466,44.6,66.8,landsd,True,large,L,6344,B193711875001063C0,packed-needs-placement-review,,52523,407856,progressive,installed
landsd/178555:0,178555,1933318045T20050430,Discovery Bay International School,愉景灣國際學校,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15176.359084,-1558.23373,30.3,7.6,landsd,True,large,L,2041,B193331804501062G0,packed-needs-placement-review,,21133,129822,progressive,installed
landsd/246229:0,246229,1937118789T20051013,The Pavilion (Block 1),碧蘆,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15129.357999,-2290.885496,44.9,75.1,landsd,True,large,L,7056,B193711878901063C0,packed-needs-placement-review,,57279,445752,progressive,installed
landsd/72608:0,72608,2224218985T20151203,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12255.354926,-2482.760397,7.3,10.2,landsd,True,large,L,3104,B222421898501063C1,packed-needs-placement-review,,39839,217200,progressive,installed
landsd/76821:0,76821,2233018962T20130913,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12172.028474,-2476.609749,8.1,6.7,landsd,True,large,L,2980,B223301896201062G1,packed-needs-placement-review,,27299,163788,progressive,installed
landsd/107019:0,107019,1945317886T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15041.564599,-1381.205246,18.7,11.9,landsd,True,medium,M,500,B194531788601063C0,packed-needs-placement-review,,6668,32952,none,enhancement-required
landsd/107022:0,107022,1939517922T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15099.080905,-1416.461466,21.7,17.7,landsd,True,medium,M,504,B193951792201063C0,packed-needs-placement-review,,6477,32004,none,enhancement-required
landsd/107390:0,107390,2239319219T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12112.941982,-2720.792067,7.8,4.3,landsd,True,medium,M,582,B223931921901062G0,packed-needs-placement-review,,7533,40248,none,enhancement-required
landsd/107505:0,107505,2248819209T20050902,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12003.816072,-2707.754111,7.2,7.9,landsd,True,medium,M,759,B224881920901062G0,packed-needs-placement-review,,10140,51138,none,enhancement-required
landsd/107602:0,107602,1945217699T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15043.969034,-1192.420777,9,16.7,landsd,True,medium,M,528,B194521769901063C0,packed-needs-placement-review,,6791,33840,none,enhancement-required
landsd/108257:0,108257,2222219283T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12278.040478,-2783.563026,8.9,5.0,landsd,True,medium,M,739,B222221928301062G0,packed-needs-placement-review,,9422,51702,none,enhancement-required
landsd/108266:0,108266,2243119271T20050818,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12069.423233,-2772.768167,7.5,6.0,landsd,True,medium,M,1092,B224311927101062G0,packed-needs-placement-review,,11797,67140,none,enhancement-required
landsd/108310:0,108310,2248519345T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12007.280557,-2848.899133,7.5,5.1,landsd,True,medium,M,1627,B224851934501062G0,packed-needs-placement-review,,20592,107970,none,enhancement-required
landsd/108315:0,108315,2243719339T20060302,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12059.723117,-2842.675401,7.6,5.3,landsd,True,medium,M,1750,B224371933901062G0,packed-needs-placement-review,,21640,117060,none,enhancement-required
landsd/122867:0,122867,1944516886T20190617,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15051.696572,-389.027288,176.9,8.5,landsd,True,medium,M,744,B194451688601062G0,packed-needs-placement-review,,9872,50256,none,enhancement-required
landsd/131879:0,131879,1951317563T20050430,Beach Village Block 10,碧濤第１０座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14982.833868,-1056.785031,7.8,16.4,landsd,True,medium,M,544,B195131756301063C0,packed-needs-placement-review,,7107,35016,none,enhancement-required
landsd/133197:0,133197,1970817478T20050430,Discovery Bay Medical Centre,愉景灣醫療中心,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14791.355706,-979.431925,6.1,12.4,landsd,True,medium,M,997,B197081747801063C0,packed-needs-placement-review,,10125,65346,none,enhancement-required
landsd/133716:0,133716,2022917410T20050430,Crestmont Villa Block 4,倚濤軒第４座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14270.393076,-908.450644,41.8,16.8,landsd,True,medium,M,506,B202291741001063C0,packed-needs-placement-review,,6036,33276,none,enhancement-required
landsd/133774:0,133774,1945318002T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15045.541359,-1492.403217,22.2,18.0,landsd,True,medium,M,527,B194531800201063C0,packed-needs-placement-review,,6722,33510,none,enhancement-required
landsd/134507:0,134507,2064517407T20050430,Coastline Villa Block 46,碧濤軒第４６座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13855.166371,-906.338644,7.6,21.6,landsd,True,medium,M,725,B206451740701063C0,packed-needs-placement-review,,8210,46182,none,enhancement-required
landsd/134935:0,134935,1976718889T20100823,BLK 7,第七座,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14723.183284,-2397.579034,8.2,12.1,landsd,True,medium,M,1243,B197671888901063C0,packed-needs-placement-review,,16821,86874,none,enhancement-required
landsd/135412:0,135412,1979918720P20100817,AUBERGE DISCOVERY BAY HONG KONG,香港愉景灣酒店,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14700.963237,-2217.962006,6.5,15.0,landsd,True,medium,M,524,B197991872002063C0,packed-needs-placement-review,,6378,34068,none,enhancement-required
landsd/135641:0,135641,1979618804T20110624,一座寫字樓 Office Block One,,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14701.034561,-2302.306982,11,9.4,landsd,True,medium,M,633,B197961880401062G0,packed-needs-placement-review,,8352,44658,none,enhancement-required
landsd/176055:0,176055,1943818710T20051013,The Lustre (Block 5),翠蘆,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15060.638962,-2213.150081,42.9,54.3,landsd,True,medium,M,1921,B194381871001063C0,packed-needs-placement-review,,20015,127914,none,enhancement-required
landsd/176252:0,176252,1947518708T20051013,The Premier (Block 6),映蘆,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15023.860811,-2212.412044,42.9,51.4,landsd,True,medium,M,1852,B194751870801063C0,packed-needs-placement-review,,19690,123540,none,enhancement-required
landsd/177149:0,177149,1931017946T20050430,S.K.H. Wei Lun Primary School,聖公會偉倫小學,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15186.073139,-1463.466574,30.8,19.0,landsd,True,medium,M,1051,B193101794601063C0,packed-needs-placement-review,,13523,74958,none,enhancement-required
landsd/177364:0,177364,1940018711T20051013,The Hemex (Block 3),漪蘆,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15097.687,-2213.822203,43,56.8,landsd,True,medium,M,1966,B194001871101063C0,packed-needs-placement-review,,20624,132504,none,enhancement-required
landsd/178999:0,178999,1937617994T20080825,DISCOVERY BAY INTERNATIONAL SCHOOL,DISCOVERY BAY INTERNATIONAL SCHOOL,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15123.008837,-1494.02578,30.2,16.1,landsd,True,medium,M,567,B193761799401063C0,packed-needs-placement-review,,7033,35766,none,enhancement-required
landsd/180256:0,180256,1948718342T20100329,Discovery College,智新書院,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14984.798662,-1830.18725,5.8,25.3,landsd,True,medium,M,1101,B194871834201063C0,packed-needs-placement-review,,14552,73206,none,enhancement-required
landsd/201269:0,201269,1974718802P20100817,Discovery Bay North Plaza,愉景北商場,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14748.052355,-2304.126392,9.1,5.6,landsd,True,medium,M,681,B197471880202062G0,packed-needs-placement-review,,9217,47106,none,enhancement-required
landsd/205543:0,205543,1973218638T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14773.650745,-2125.417885,6.3,10.1,landsd,True,medium,M,814,B197321863801063C0,packed-needs-placement-review,,10782,56436,none,enhancement-required
landsd/242985:0,242985,1979918699T20100823,Auberge Discovery Bay Hong Kong,香港愉景灣酒店,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14701.123168,-2198.557067,6.5,68.9,landsd,True,medium,M,1319,B197991869901063C0,packed-needs-placement-review,,15089,86214,none,enhancement-required
landsd/269024:0,269024,1954818711T20111101,Amalfi Two & Three,2座,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14953.080975,-2211.586988,37.2,54.4,landsd,True,medium,M,1142,B195481871101063C0,packed-needs-placement-review,,13173,71940,none,enhancement-required
landsd/270914:0,270914,1797519376T20050430,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,10.5,Discovery Bay and Nim Shue Wan,-9_-2,-16553.576273,-2864.930498,27,8.6,landsd,True,medium,M,583,B179751937601062G0,packed-needs-placement-review,,6373,38382,none,enhancement-required
landsd/290505:0,290505,1859616530T20050430,Discovery Bay Golf Club,愉景灣高爾夫球會,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15921.862584,-36.924362,219.7,6.2,landsd,True,medium,M,919,B185961653001062G0,packed-needs-placement-review,,10391,59442,none,enhancement-required
landsd/292682:0,292682,1975317505T20070625,D'Deck,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14738.030967,-1014.670254,5.3,9.8,landsd,True,medium,M,718,B197531750501063C0,packed-needs-placement-review,,9786,51648,none,enhancement-required
landsd/296765:0,296765,2208119251T20240311,,,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12417.015436,-2746.268119,7.5,6.5,landsd,True,medium,M,1142,B220811925101062G0,packed-needs-placement-review,,15272,78276,none,enhancement-required
landsd/299172:0,299172,2202119286T20240311,Arendelle Castle,,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12479.383613,-2786.333326,8.6,11.7,landsd,True,medium,M,949,B220211928601063C0,packed-needs-placement-review,,13435,67902,none,enhancement-required
landsd/299313:0,299313,2203319341T20240313,Wandering Oaken's Sliding Sleighs,雪嶺滑雪橇,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12467.356956,-2840.983433,8.1,11.9,landsd,True,medium,M,1217,B220331934101063C0,packed-needs-placement-review,,14758,78294,none,enhancement-required
landsd/309381:0,309381,1961818728T20191022,Block 6,6座,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-14885.139515,-2242.558241,37.4,54.2,landsd,True,medium,M,659,B196181872801063C0,packed-needs-placement-review,,7726,40998,none,enhancement-required
landsd/74184:0,74184,1901718605T20050430,Greenmont Court,蔚山閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15483.201108,-2103.915665,39.4,72.4,landsd,True,medium,M,885,B190171860501063C0,packed-needs-placement-review,,10141,57510,none,enhancement-required
landsd/74237:0,74237,1958817450T20050430,Beach Village Block 6,碧濤第６座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14915.11581,-958.675164,7.6,18.1,landsd,True,medium,M,579,B195881745001063C0,packed-needs-placement-review,,7498,37206,none,enhancement-required
landsd/74244:0,74244,1937517829T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15116.626706,-1328.012254,16.7,17.0,landsd,True,medium,M,516,B193751782901063C0,packed-needs-placement-review,,6389,32940,none,enhancement-required
landsd/74635:0,74635,1905218738T20050430,Neo Horizon,時峰,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15455.227399,-2221.556528,42.4,76.1,landsd,True,medium,M,1450,B190521873801063C0,packed-needs-placement-review,,17083,96108,none,enhancement-required
landsd/74689:0,74689,1914218749T20050430,Celestial Mansion,悠澄閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15357.389329,-2249.597194,38.2,86.4,landsd,True,medium,M,1735,B191421874901063C0,packed-needs-placement-review,,17173,119310,none,enhancement-required
landsd/74754:0,74754,1958218477T20050430,Club Siena,海澄湖畔會所,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14902.931345,-1997.062434,5.7,9.1,landsd,True,medium,M,593,B195821847701062G0,packed-needs-placement-review,,8148,40566,none,enhancement-required
landsd/74866:0,74866,1937417814T20050430,,,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15116.619631,-1313.732952,16.3,16.8,landsd,True,medium,M,527,B193741781401063C0,packed-needs-placement-review,,6575,33474,none,enhancement-required
landsd/75143:0,75143,1904818415T20050430,Greenish Court,怡山閣,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15451.405893,-1910.785099,34.7,58.6,landsd,True,medium,M,524,B190481841501063C0,packed-needs-placement-review,,6378,34176,none,enhancement-required
landsd/75645:0,75645,1902318654T20050430,Greenbelt Court,濤山閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15475.966585,-2153.783788,41.1,71.6,landsd,True,medium,M,858,B190231865401063C0,packed-needs-placement-review,,9876,55836,none,enhancement-required
landsd/75786:0,75786,1901718552T20050430,Greenwood Court,菘山閣,10.5,Discovery Bay and Nim Shue Wan,-8_-2,-15481.803178,-2052.104925,38.4,72.7,landsd,True,medium,M,772,B190171855201063C0,packed-needs-placement-review,,8877,49200,none,enhancement-required
landsd/75977:0,75977,1903418453T20050430,Greenland Court,峻山閣,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15463.004682,-1949.25907,34.6,58.7,landsd,True,medium,M,507,B190341845301063C0,packed-needs-placement-review,,6182,33102,none,enhancement-required
landsd/76933:0,76933,2240018975T20131004,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-7_-2,-12102.884418,-2474.389661,7.3,11.1,landsd,True,medium,M,753,B224001897501063C0,packed-needs-placement-review,,9623,50886,none,enhancement-required
landsd/77956:0,77956,2073017270T20050430,Coastline Villa Block 32,碧濤軒第３２座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13771.179688,-771.004002,8,21.3,landsd,True,medium,M,783,B207301727001063C0,packed-needs-placement-review,,9208,50346,none,enhancement-required
landsd/78072:0,78072,2048017340T20050430,Coastline Villa Block 8,碧濤軒第８座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14022.203379,-840.928359,5,24.8,landsd,True,medium,M,733,B204801734001063C0,packed-needs-placement-review,,8810,46734,none,enhancement-required
landsd/78134:0,78134,2028917298T20050430,Twilight Court,曦欣閣,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14211.16614,-798.010674,23.8,51.0,landsd,True,medium,M,1148,B202891729801063C0,packed-needs-placement-review,,12683,80472,none,enhancement-required
landsd/78136:0,78136,2046217321T20050430,Coastline Villa Block 6,碧濤軒第６座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14037.814294,-822.548445,5.1,24.7,landsd,True,medium,M,731,B204621732101063C0,packed-needs-placement-review,,8795,46614,none,enhancement-required
landsd/78359:0,78359,2068517252T20050430,Coastline Villa Block 28,碧濤軒第２８座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13814.902733,-753.71068,7,22.3,landsd,True,medium,M,757,B206851725201063C0,packed-needs-placement-review,,9197,48498,none,enhancement-required
landsd/78413:0,78413,2065017287T20050430,Coastline Villa Block 24,碧濤軒第２４座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13848.831874,-787.987679,7.9,21.4,landsd,True,medium,M,771,B206501728701063C0,packed-needs-placement-review,,9413,49518,none,enhancement-required
landsd/78474:0,78474,2044717277T20050430,Coastline Villa Block 2,碧濤軒第２座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14052.33116,-776.506808,6,23.9,landsd,True,medium,M,731,B204471727701063C0,packed-needs-placement-review,,8623,46758,none,enhancement-required
landsd/78942:0,78942,2072117295T20050430,Coastline Villa Block 34,碧濤軒第３４座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13778.662886,-794.448304,8,21.3,landsd,True,medium,M,755,B207211729501063C0,packed-needs-placement-review,,8876,48270,none,enhancement-required
landsd/78946:0,78946,2045117300T20050430,Coastline Villa Block 4,碧濤軒第４座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14048.330816,-800.108092,5.1,24.7,landsd,True,medium,M,731,B204511730001063C0,packed-needs-placement-review,,8801,46722,none,enhancement-required
landsd/79008:0,79008,2069617304T20050430,Coastline Villa Block 36,碧濤軒第３６座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13802.509261,-803.350245,7.9,21.4,landsd,True,medium,M,758,B206961730401063C0,packed-needs-placement-review,,9077,48432,none,enhancement-required
landsd/79139:0,79139,2024617429T20050430,Crestmont Villa Block 8,倚濤軒第８座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14253.033481,-927.322666,43.6,14.7,landsd,True,medium,M,502,B202461742901063C0,packed-needs-placement-review,,6080,33468,none,enhancement-required
landsd/79255:0,79255,2014317423T20050430,Costa Court,海堤閣,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14356.888044,-928.425676,6.2,61.2,landsd,True,medium,M,1167,B201431742301063C0,packed-needs-placement-review,,11807,84978,none,enhancement-required
landsd/79367:0,79367,1956017426T20050430,Beach Village Block 2,碧濤第２座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14941.416312,-935.277624,8.3,16.6,landsd,True,medium,M,519,B195601742601063C0,packed-needs-placement-review,,6745,33390,none,enhancement-required
landsd/79377:0,79377,2023317414T20050430,Crestmont Villa Block 6,倚濤軒第６座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14264.935675,-917.715255,43,14.4,landsd,True,medium,M,523,B202331741401063C0,packed-needs-placement-review,,6362,34422,none,enhancement-required
landsd/79386:0,79386,2063617305T20050430,Coastline Villa Block 22,碧濤軒第２２座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13863.594073,-806.892274,8,21.2,landsd,True,medium,M,801,B206361730501063C0,packed-needs-placement-review,,9655,50922,none,enhancement-required
landsd/79390:0,79390,2064517382T20050430,Coastline Villa Block 44,碧濤軒第４４座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13855.860078,-882.41417,7.8,21.3,landsd,True,medium,M,731,B206451738201063C0,packed-needs-placement-review,,8583,46902,none,enhancement-required
landsd/79391:0,79391,2057417356T20050430,Coastline Villa Block 16,碧濤軒第１６座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13925.696477,-857.591143,5,24.8,landsd,True,medium,M,759,B205741735601063C0,packed-needs-placement-review,,8985,48330,none,enhancement-required
landsd/79444:0,79444,2067917318T20050430,Coastline Villa Block 38,碧濤軒第３８座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13821.428636,-818.820472,7.9,21.4,landsd,True,medium,M,768,B206791731801063C0,packed-needs-placement-review,,9135,49284,none,enhancement-required
landsd/79446:0,79446,2065117357T20050430,Coastline Villa Block 42,碧濤軒第４２座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13849.60848,-857.702334,7.7,21.6,landsd,True,medium,M,719,B206511735701063C0,packed-needs-placement-review,,8653,46074,none,enhancement-required
landsd/79733:0,79733,2050417357T20050430,Coastline Villa Block 10,碧濤軒第１０座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13997.232696,-857.216874,5,24.8,landsd,True,medium,M,751,B205041735701063C0,packed-needs-placement-review,,9127,48174,none,enhancement-required
landsd/79745:0,79745,2011917392T20050430,Onda Court,海濤閣,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14377.156121,-894.381627,6.5,58.4,landsd,True,medium,M,1174,B201191739201063C0,packed-needs-placement-review,,11612,86388,none,enhancement-required
landsd/79749:0,79749,2066517268T20050430,Coastline Villa Block 26,碧濤軒第２６座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13833.363898,-769.488529,7.9,21.4,landsd,True,medium,M,756,B206651726801063C0,packed-needs-placement-review,,9026,48348,none,enhancement-required
landsd/79791:0,79791,2055117362T20050430,Coastline Villa Block 14,碧濤軒第１４座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13949.142303,-863.930115,4.9,24.9,landsd,True,medium,M,740,B205511736201063C0,packed-needs-placement-review,,8736,47100,none,enhancement-required
landsd/79793:0,79793,2052517362T20050430,Coastline Villa Block 12,碧濤軒第１２座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13973.934645,-863.716569,5,24.8,landsd,True,medium,M,748,B205251736201063C0,packed-needs-placement-review,,8928,48012,none,enhancement-required
landsd/79806:0,79806,2070917246T20050430,Coastline Villa Block 30,碧濤軒第３０座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13790.93909,-750.053679,7.5,21.8,landsd,True,medium,M,757,B207091724601063C0,packed-needs-placement-review,,8742,48426,none,enhancement-required
landsd/80040:0,80040,2037117141T20050430,Discovery Bay Exchange,愉景灣電話機樓,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14129.115767,-641.326156,11.5,12.2,landsd,True,medium,M,644,B203711714101063C0,packed-needs-placement-review,,7318,41340,none,enhancement-required
landsd/80143:0,80143,1976617341T20050430,Discovery Bay Office Centre,愉景灣商務中心,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14736.825803,-843.077433,6.4,9.3,landsd,True,medium,M,919,B197661734101062G0,packed-needs-placement-review,,11063,59874,none,enhancement-required
landsd/80211:0,80211,2060217339T20050430,Coastline Villa Block 18,碧濤軒第１８座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13897.40552,-841.567962,7.3,22.3,landsd,True,medium,M,769,B206021733901063C0,packed-needs-placement-review,,9135,48930,none,enhancement-required
landsd/80216:0,80216,2061917324T20050430,Coastline Villa Block 20,碧濤軒第２０座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13879.214158,-825.929104,8,21.6,landsd,True,medium,M,781,B206191732401063C0,packed-needs-placement-review,,9276,50082,none,enhancement-required
landsd/80273:0,80273,2066217336T20050430,Coastline Villa Block 40,碧濤軒第４０座,10.5,Discovery Bay and Nim Shue Wan,-7_-1,-13837.33547,-837.629055,7.9,21.4,landsd,True,medium,M,727,B206621733601063C0,packed-needs-placement-review,,8665,46590,none,enhancement-required
landsd/100885:0,100885,2263219306T20050823,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-6_-2,-11865.267959,-2804.82443,7.1,4.6,landsd,True,small,S,305,B226321930601062G0,packed-needs-placement-review,,4109,21918,none,enhancement-required
landsd/100889:0,100889,2264919290T20131104,HONG KONG DISNEYLAND RESORT,香港迪士尼樂園度假區,10.5,Discovery Bay and Nim Shue Wan,-6_-2,-11851.556053,-2791.441289,7.3,4.3,landsd,True,small,S,174,B226491929001062G0,packed-needs-placement-review,,2787,11772,none,enhancement-required
landsd/105368:0,105368,1936417971T20140704,DISCOVERY BAY INTERNATIONAL SCHOOL,DISCOVERY BAY INTERNATIONAL SCHOOL,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-15136.213591,-1470.636163,30.2,9.7,landsd,True,small,S,430,B193641797101062G0,packed-needs-placement-review,,5143,27312,none,enhancement-required
landsd/106965:0,106965,1981817979T20050430,Headland Village Block 55,蔚陽第５５座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14676.192389,-1471.354724,14.2,11.8,landsd,True,small,S,170,B198181797901063C0,packed-needs-placement-review,,2637,10524,none,enhancement-required
landsd/106967:0,106967,1965217992T20050430,Headland Village Block 31,蔚陽第３１座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14842.646161,-1483.464091,14.6,10.3,landsd,True,small,S,206,B196521799201063C0,packed-needs-placement-review,,3078,12720,none,enhancement-required
landsd/106972:0,106972,1974618001T20050430,Headland Village Block 66,蔚陽第６６座,10.5,Discovery Bay and Nim Shue Wan,-8_-1,-14751.342227,-1503.928971,23.3,10.5,landsd,True,small,S,109,B197461800101063C0,packed-needs-placement-review,,1843,6738,none,enhancement-required
