lon,x_m_from_west,skyline_elevation_m
113.98480761,16458.547,261.481
113.98497939,16476.245,262.434
113.98515116,16493.942,263.550
113.98532293,16511.639,264.823
113.98549471,16529.337,266.240
113.98566648,16547.034,267.793
113.98583825,16564.731,269.472
113.98601003,16582.429,271.268
113.98618180,16600.126,273.171
113.98635357,16617.823,275.171
113.98652535,16635.521,277.259
113.98669712,16653.218,279.425
113.98686889,16670.916,281.663
113.98704067,16688.613,283.967
113.98721244,16706.310,286.333
113.98738421,16724.008,288.756
113.98755599,16741.705,291.234
113.98772776,16759.402,293.765
113.98789953,16777.100,296.347
113.98807130,16794.797,298.978
113.98824308,16812.494,301.656
113.98841485,16830.192,304.381
113.98858662,16847.889,307.153
113.98875840,16865.587,309.970
113.98893017,16883.284,312.833
113.98910194,16900.981,315.740
113.98927372,16918.679,318.691
113.98944549,16936.376,321.687
113.98961726,16954.073,324.728
113.98978904,16971.771,327.813
113.98996081,16989.468,330.942
113.99013258,17007.165,334.117
113.99030436,17024.863,337.336
113.99047613,17042.560,340.597
113.99064790,17060.257,343.899
113.99081968,17077.955,347.238
113.99099145,17095.652,350.607
113.99116322,17113.350,354.001
113.99133500,17131.047,357.411
113.99150677,17148.744,360.828
113.99167854,17166.442,364.244
113.99185032,17184.139,367.651
113.99202209,17201.836,371.043
113.99219386,17219.534,374.412
113.99236564,17237.231,377.751
113.99253741,17254.928,381.051
113.99270918,17272.626,384.306
113.99288095,17290.323,387.507
113.99305273,17308.021,390.647
113.99322450,17325.718,393.719
113.99339627,17343.415,396.716
113.99356805,17361.113,399.636
113.99373982,17378.810,402.472
113.99391159,17396.507,405.222
113.99408337,17414.205,407.882
113.99425514,17431.902,410.451
113.99442691,17449.599,412.924
113.99459869,17467.297,415.300
113.99477046,17484.994,417.575
113.99494223,17502.692,419.746
113.99511401,17520.389,421.812
113.99528578,17538.086,423.768
113.99545755,17555.784,425.611
113.99562933,17573.481,427.339
113.99580110,17591.178,428.951
113.99597287,17608.876,430.443
113.99614465,17626.573,431.814
113.99631642,17644.270,433.057
113.99648819,17661.968,434.168
113.99665997,17679.665,435.141
113.99683174,17697.363,435.969
113.99700351,17715.060,436.645
113.99717529,17732.757,437.161
113.99734706,17750.455,437.511
113.99751883,17768.152,437.687
113.99769060,17785.849,437.683
113.99786238,17803.547,437.493
113.99803415,17821.244,437.112
113.99820592,17838.941,436.533
113.99837770,17856.639,435.752
113.99854947,17874.336,434.766
113.99872124,17892.034,433.573
113.99889302,17909.731,432.170
113.99906479,17927.428,430.558
113.99923656,17945.126,428.738
113.99940834,17962.823,426.711
113.99958011,17980.520,424.480
113.99975188,17998.218,422.050
113.99992366,18015.915,419.426
114.00009543,18033.612,416.610
114.00026720,18051.310,413.608
114.00043898,18069.007,410.425
114.00061075,18086.705,407.066
114.00078252,18104.402,403.539
114.00095430,18122.099,399.850
114.00112607,18139.797,396.007
114.00129784,18157.494,392.019
114.00146962,18175.191,387.897
114.00164139,18192.889,383.652
114.00181316,18210.586,379.294
114.00198493,18228.283,374.838
114.00215671,18245.981,370.294
114.00232848,18263.678,365.677
114.00250025,18281.376,360.997
114.00267203,18299.073,356.269
114.00284380,18316.770,351.505
114.00301557,18334.468,346.718
114.00318735,18352.165,341.920
114.00335912,18369.862,337.125
114.00353089,18387.560,332.344
114.00370267,18405.257,327.591
114.00387444,18422.954,322.876
114.00404621,18440.652,318.212
114.00421799,18458.349,313.611
114.00438976,18476.046,309.088
114.00456153,18493.744,304.655
114.00473331,18511.441,300.327
114.00490508,18529.139,296.116
114.00507685,18546.836,292.032
114.00524863,18564.533,288.088
114.00542040,18582.231,284.291
114.00559217,18599.928,280.652
114.00576395,18617.625,277.176
114.00593572,18635.323,273.869
114.00610749,18653.020,270.735
114.00627927,18670.717,267.777
114.00645104,18688.415,264.995
114.00662281,18706.112,262.387
114.00679458,18723.810,259.952
114.00696636,18741.507,257.684
114.00713813,18759.204,255.578
114.00730990,18776.902,253.627
114.00748168,18794.599,251.825
114.00765345,18812.296,250.164
114.00782522,18829.994,248.635
114.00799700,18847.691,247.230
114.00816877,18865.388,245.941
114.00834054,18883.086,244.762
114.00851232,18900.783,243.684
114.00868409,18918.481,242.699
114.00885586,18936.178,241.797
114.00902764,18953.875,240.967
114.00919941,18971.573,240.201
114.00937118,18989.270,239.489
114.00954296,19006.967,238.824
114.00971473,19024.665,238.197
114.00988650,19042.362,237.599
114.01005828,19060.059,237.023
114.01023005,19077.757,236.460
114.01040182,19095.454,235.905
114.01057360,19113.152,235.347
114.01074537,19130.849,234.780
114.01091714,19148.546,234.196
114.01108891,19166.244,233.588
114.01126069,19183.941,232.947
114.01143246,19201.638,232.268
114.01160423,19219.336,231.544
114.01177601,19237.033,230.768
114.01194778,19254.730,229.935
114.01211955,19272.428,229.039
114.01229133,19290.125,228.074
114.01246310,19307.823,227.032
114.01263487,19325.520,225.909
114.01280665,19343.217,224.698
114.01297842,19360.915,223.396
114.01315019,19378.612,221.998
114.01332197,19396.309,220.502
114.01349374,19414.007,218.908
114.01366551,19431.704,217.213
114.01383729,19449.401,215.416
114.01400906,19467.099,213.517
114.01418083,19484.796,211.514
114.01435261,19502.494,209.407
114.01452438,19520.191,207.195
114.01469615,19537.888,204.878
114.01486793,19555.586,202.455
114.01503970,19573.283,199.927
114.01521147,19590.980,197.296
114.01538325,19608.678,194.562
114.01555502,19626.375,191.730
114.01572679,19644.072,188.802
114.01589856,19661.770,185.783
114.01607034,19679.467,182.676
114.01624211,19697.165,179.486
114.01641388,19714.862,176.219
114.01658566,19732.559,172.879
114.01675743,19750.257,169.472
114.01692920,19767.954,166.004
114.01710098,19785.651,162.483
114.01727275,19803.349,158.913
114.01744452,19821.046,155.300
114.01761630,19838.743,151.649
114.01778807,19856.441,147.962
114.01795984,19874.138,144.244
114.01813162,19891.835,140.495
114.01830339,19909.533,136.720
114.01847516,19927.230,132.922
114.01864694,19944.928,129.105
114.01881871,19962.625,125.273
114.01899048,19980.322,121.431
114.01916226,19998.020,117.584
114.01933403,20015.717,113.736
114.01950580,20033.414,109.893
114.01967758,20051.112,106.061
114.01984935,20068.809,102.244
114.02002112,20086.506,98.448
114.02019289,20104.204,94.680
114.02036467,20121.901,90.946
114.02053644,20139.599,87.253
114.02070821,20157.296,83.609
114.02087999,20174.993,80.019
114.02105176,20192.691,76.490
114.02122353,20210.388,73.030
114.02139531,20228.085,69.645
114.02156708,20245.783,66.341
114.02173885,20263.480,63.124
114.02191063,20281.177,60.002
114.02208240,20298.875,56.981
114.02225417,20316.572,54.068
114.02242595,20334.270,51.268
114.02259772,20351.967,48.589
114.02276949,20369.664,46.035
114.02294127,20387.362,43.612
114.02311304,20405.059,41.325
114.02328481,20422.756,39.180
114.02345659,20440.454,37.182
114.02362836,20458.151,35.336
114.02380013,20475.848,33.647
114.02397191,20493.546,32.118
114.02414368,20511.243,30.753
114.02431545,20528.941,29.554
114.02448723,20546.638,28.522
114.02465900,20564.335,27.657
114.02483077,20582.033,26.957
114.02500254,20599.730,26.418
114.02517432,20617.427,26.038
114.02534609,20635.125,25.811
114.02551786,20652.822,25.731
114.02568964,20670.519,25.792
114.02586141,20688.217,25.987
114.02603318,20705.914,26.308
114.02620496,20723.612,26.747
114.02637673,20741.309,27.296
114.02654850,20759.006,27.946
114.02672028,20776.704,28.689
114.02689205,20794.401,29.520
114.02706382,20812.098,30.431
114.02723560,20829.796,31.416
114.02740737,20847.493,32.469
114.02757914,20865.190,33.587
114.02775092,20882.888,34.762
114.02792269,20900.585,35.992
114.02809446,20918.283,37.271
114.02826624,20935.980,38.596
114.02843801,20953.677,39.962
114.02860978,20971.375,41.365
114.02878156,20989.072,42.799
114.02895333,21006.769,44.260
114.02912510,21024.467,45.742
114.02929688,21042.164,47.241
114.02946865,21059.861,48.753
114.02964042,21077.559,50.273
114.02981219,21095.256,51.798
114.02998397,21112.954,53.325
114.03015574,21130.651,54.853
114.03032751,21148.348,56.379
114.03049929,21166.046,57.904
114.03067106,21183.743,59.430
114.03084283,21201.440,60.959
114.03101461,21219.138,62.493
114.03118638,21236.835,64.038
114.03135815,21254.532,65.598
114.03152993,21272.230,67.176
114.03170170,21289.927,68.778
114.03187347,21307.624,70.408
114.03204525,21325.322,72.069
114.03221702,21343.019,73.763
114.03238879,21360.717,75.493
114.03256057,21378.414,77.262
114.03273234,21396.111,79.068
114.03290411,21413.809,80.913
114.03307589,21431.506,82.797
114.03324766,21449.203,84.717
114.03341943,21466.901,86.672
114.03359121,21484.598,88.659
114.03376298,21502.295,90.675
114.03393475,21519.993,92.716
114.03410652,21537.690,94.777
114.03427830,21555.388,96.853
114.03445007,21573.085,98.939
114.03462184,21590.782,101.029
114.03479362,21608.480,103.114
114.03496539,21626.177,105.189
114.03513716,21643.874,107.244
114.03530894,21661.572,109.271
114.03548071,21679.269,111.264
114.03565248,21696.966,113.214
114.03582426,21714.664,115.113
114.03599603,21732.361,116.953
114.03616780,21750.059,118.725
114.03633958,21767.756,120.418
114.03651135,21785.453,122.023
114.03668312,21803.151,123.530
114.03685490,21820.848,124.929
114.03702667,21838.545,126.210
114.03719844,21856.243,127.367
114.03737022,21873.940,128.390
114.03754199,21891.637,129.273
114.03771376,21909.335,130.009
114.03788554,21927.032,130.595
114.03805731,21944.730,131.026
114.03822908,21962.427,131.298
114.03840086,21980.124,131.410
114.03857263,21997.822,131.360
114.03874440,22015.519,131.145
114.03891617,22033.216,130.767
114.03908795,22050.914,130.223
114.03925972,22068.611,129.516
114.03943149,22086.308,128.647
114.03960327,22104.006,127.616
114.03977504,22121.703,126.425
114.03994681,22139.401,125.075
114.04011859,22157.098,123.569
114.04029036,22174.795,121.910
114.04046213,22192.493,120.102
114.04063391,22210.190,118.150
114.04080568,22227.887,116.058
114.04097745,22245.585,113.833
114.04114923,22263.282,111.481
114.04132100,22280.979,109.010
114.04149277,22298.677,106.426
114.04166455,22316.374,103.738
114.04183632,22334.072,100.955
114.04200809,22351.769,98.088
114.04217987,22369.466,95.146
114.04235164,22387.164,92.140
114.04252341,22404.861,89.081
114.04269519,22422.558,85.981
114.04286696,22440.256,82.850
114.04303873,22457.953,79.698
114.04321050,22475.650,76.537
114.04338228,22493.348,73.374
114.04355405,22511.045,70.218
114.04372582,22528.743,67.078
114.04389760,22546.440,63.959
114.04406937,22564.137,60.869
114.04424114,22581.835,57.815
114.04441292,22599.532,54.800
114.04458469,22617.229,51.831
114.04475646,22634.927,48.911
114.04492824,22652.624,46.045
114.04510001,22670.321,43.239
114.04527178,22688.019,40.497
114.04544356,22705.716,37.823
114.04561533,22723.414,35.222
114.04578710,22741.111,32.699
114.04595888,22758.808,30.258
114.04613065,22776.506,27.905
114.04630242,22794.203,25.642
114.04647420,22811.900,23.474
114.04664597,22829.598,21.405
114.04681774,22847.295,19.437
114.04698952,22864.992,17.573
114.04716129,22882.690,15.815
114.04733306,22900.387,14.164
114.04750484,22918.084,12.619
114.04767661,22935.782,11.181
114.04784838,22953.479,9.850
114.04802015,22971.177,8.623
114.04819193,22988.874,7.500
114.04836370,23006.571,6.478
114.04853547,23024.269,5.552
114.04870725,23041.966,4.718
114.04887902,23059.663,3.973
114.04905079,23077.361,3.311
114.04922257,23095.058,2.727
114.04939434,23112.755,2.218
114.04956611,23130.453,1.777
114.04973789,23148.150,1.402
114.04990966,23165.848,1.086
114.05008143,23183.545,0.826
114.05025321,23201.242,0.614
114.05042498,23218.940,0.445
114.05059675,23236.637,0.314
114.05076853,23254.334,0.215
114.05094030,23272.032,0.143
114.05111207,23289.729,0.091
114.05128385,23307.426,0.056
114.05145562,23325.124,0.033
114.05162739,23342.821,0.018
114.05179917,23360.519,0.009
114.05197094,23378.216,0.005
114.05214271,23395.913,0.003
114.05231448,23413.611,0.002
114.05248626,23431.308,0.001
114.05265803,23449.005,0.001
114.05282980,23466.703,0.001
114.05300158,23484.400,0.000
114.05317335,23502.097,0.000
114.05334512,23519.795,0.000
114.05351690,23537.492,0.000
114.05368867,23555.190,0.000
114.05386044,23572.887,0.000
114.05403222,23590.584,0.000
114.05420399,23608.282,0.000
114.05437576,23625.979,0.000
114.05454754,23643.676,0.000
114.05471931,23661.374,0.000
114.05489108,23679.071,0.000
